condition,corpus,method,score,median_mse,oracle_mean_error_mse,coverage80,crossing,exploratory_intercept,exploratory_self_gain,exploratory_u_gain,exploratory_v_gain,val_score,lr,best_step,wall_seconds,path
Q00,0,ORACLE,0.3195275786278272,0.34969304872904844,0.0,0.8089599609375,0.0,-3.5530063764381667e-10,1.0000000005546525,1.0000000003376366,0.9999999991676615,,,,,runs\peft_shift_mechanism_v1\data\Q00_c0.npz
Q00,1,F0,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,0.001,0,9.57550959999935,runs/peft_shift_mechanism_v1/trials/Q00_c1/F0/lr_1e-03
Q00,1,H_LIN,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,0.0003,0,6.96497680000175,runs/peft_shift_mechanism_v1/trials/Q00_c1/H_LIN/lr_3e-04
Q00,1,H_MLP,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,0.0003,0,6.857574699999532,runs/peft_shift_mechanism_v1/trials/Q00_c1/H_MLP/lr_3e-04
Q00,1,OFF_LORA,0.4976040728712191,0.8454443429116333,0.4936726124918214,0.7698974609375,0.0,-0.0026058315891001457,0.8160738248328511,0.011026558992759838,0.006519782519556483,0.4964393127836785,3e-05,80,46.41158030000224,runs/peft_shift_mechanism_v1/trials/Q00_c1/OFF_LORA/lr_3e-05
Q00,1,JOINT,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,46.89168260000588,runs/peft_shift_mechanism_v1/trials/Q00_c1/JOINT/lr_3e-05
Q00,1,LP,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,39.75036650000402,runs/peft_shift_mechanism_v1/trials/Q00_c1/LP/lr_3e-05
Q00,1,TIME,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,37.84000820000074,runs/peft_shift_mechanism_v1/trials/Q00_c1/TIME/lr_3e-05
Q00,1,GROUP,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,37.61252229999809,runs/peft_shift_mechanism_v1/trials/Q00_c1/GROUP/lr_3e-05
Q00,1,RAW,0.3207489720558249,0.35226632900183685,0.0018263657634348326,0.8016357421875,0.0,-0.0011087248261502855,1.016176976152904,1.0126527667890792,1.008523290433861,0.32575605331580487,,,0.0577292000016314,runs/peft_shift_mechanism_v1/raw/Q00_c1/RAW
Q00,1,F0_RAW,0.3396726758568136,0.39693773824015877,0.04434383326012255,0.8165283203125,0.0,0.0036950848481062475,1.041977379165599,1.0203127892940063,1.0638073666596095,0.3459474239224076,,,0.05792179999843938,runs/peft_shift_mechanism_v1/raw/Q00_c1/F0_RAW
Q00,1,ORACLE,0.3195275786278272,0.34969304872904844,0.0,0.8089599609375,0.0,-3.5530063764381667e-10,1.0000000005546525,1.0000000003376366,0.9999999991676615,,,,,runs\peft_shift_mechanism_v1\data\Q00_c1.npz
Q00,2,F0,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,0.001,0,9.402780099997472,runs/peft_shift_mechanism_v1/trials/Q00_c2/F0/lr_1e-03
Q00,2,H_LIN,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,0.0003,0,6.855945600000268,runs/peft_shift_mechanism_v1/trials/Q00_c2/H_LIN/lr_3e-04
Q00,2,H_MLP,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,0.0003,0,6.901498500003072,runs/peft_shift_mechanism_v1/trials/Q00_c2/H_MLP/lr_3e-04
Q00,2,OFF_LORA,0.4929085385836065,0.8326280914704217,0.48435019803752133,0.77685546875,0.0,-0.0016815556169729364,0.9427911680439391,0.01141024582888961,0.01880526649722858,0.4940314952867502,3e-05,120,47.08963660000154,runs/peft_shift_mechanism_v1/trials/Q00_c2/OFF_LORA/lr_3e-05
Q00,2,JOINT,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,48.036575999998604,runs/peft_shift_mechanism_v1/trials/Q00_c2/JOINT/lr_3e-05
Q00,2,LP,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,40.00283199999831,runs/peft_shift_mechanism_v1/trials/Q00_c2/LP/lr_3e-05
Q00,2,TIME,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,37.921895499996026,runs/peft_shift_mechanism_v1/trials/Q00_c2/TIME/lr_3e-05
Q00,2,GROUP,0.5310676844835602,0.9664109003434393,0.6150924358779564,0.7960205078125,0.0,0.0005557745475306028,0.14268240625359177,0.003357110155872041,0.0015876455532007894,0.5271084163377986,3e-05,0,37.70832309999969,runs/peft_shift_mechanism_v1/trials/Q00_c2/GROUP/lr_3e-05
Q00,2,RAW,0.32172448511309754,0.35479470613147845,0.003091566550108815,0.7952880859375,0.0,-0.008338260351496108,1.0026643695501767,0.9941397537484307,1.2800707162773777,0.3279820105061641,,,0.06077489999734098,runs/peft_shift_mechanism_v1/raw/Q00_c2/RAW
Q00,2,F0_RAW,0.3416758640970008,0.40241662001285194,0.0483337321187163,0.799072265625,0.0,-0.025430783775964735,1.0442989002578438,1.0090970125269252,1.3242128250261422,0.34846173748916986,,,0.05943419999675825,runs/peft_shift_mechanism_v1/raw/Q00_c2/F0_RAW
Q00,2,ORACLE,0.3195275786278272,0.34969304872904844,0.0,0.8089599609375,0.0,-3.5530063764381667e-10,1.0000000005546525,1.0000000003376366,0.9999999991676615,,,,,runs\peft_shift_mechanism_v1\data\Q00_c2.npz
Q10,0,F0,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.001,0,9.45002480000403,runs/peft_shift_mechanism_v1/trials/Q10_c0/F0/lr_1e-03
Q10,0,H_LIN,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.0003,0,6.872138400001859,runs/peft_shift_mechanism_v1/trials/Q10_c0/H_LIN/lr_3e-04
Q10,0,H_MLP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.0003,0,7.003027200000361,runs/peft_shift_mechanism_v1/trials/Q10_c0/H_MLP/lr_3e-04
Q10,0,OFF_LORA,0.48081136324089246,0.7889413179700946,0.43959155237219283,0.7757568359375,0.0,-0.021197298881113522,0.9634721738380729,0.00971214564057643,-0.005697687958002073,0.4826358902029462,0.0001,40,46.37664380000206,runs/peft_shift_mechanism_v1/trials/Q10_c0/OFF_LORA/lr_1e-04
Q10,0,JOINT,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,47.12904329999583,runs/peft_shift_mechanism_v1/trials/Q10_c0/JOINT/lr_3e-05
Q10,0,LP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,40.35112130000198,runs/peft_shift_mechanism_v1/trials/Q10_c0/LP/lr_3e-05
Q10,0,TIME,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,37.55130620000273,runs/peft_shift_mechanism_v1/trials/Q10_c0/TIME/lr_3e-05
Q10,0,GROUP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,37.63771109999652,runs/peft_shift_mechanism_v1/trials/Q10_c0/GROUP/lr_3e-05
Q10,0,RAW,0.320784962509327,0.3525125888305673,0.0027647713953981167,0.7984619140625,0.0,-0.027446212731054787,1.014292644465837,0.9760468351006004,0.9927311653687942,0.3275231459222635,,,0.05991290000383742,runs/peft_shift_mechanism_v1/raw/Q10_c0/RAW
Q10,0,F0_RAW,0.34009585919583096,0.39814877181865693,0.0469385535128002,0.7998046875,0.0,-0.021739005108531703,0.9887272632886601,0.9822931442955417,1.0573219287784286,0.34807088086323107,,,0.05909119999705581,runs/peft_shift_mechanism_v1/raw/Q10_c0/F0_RAW
Q10,0,ORACLE,0.31952757904043566,0.34969304978749277,0.0,0.8089599609375,0.0,-4.094976066081428e-10,0.9999999998657685,0.9999999999881987,1.0000000004560916,,,,,runs\peft_shift_mechanism_v1\data\Q10_c0.npz
Q10,1,F0,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.001,0,9.344186100002844,runs/peft_shift_mechanism_v1/trials/Q10_c1/F0/lr_1e-03
Q10,1,H_LIN,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.0003,0,6.736252800001239,runs/peft_shift_mechanism_v1/trials/Q10_c1/H_LIN/lr_3e-04
Q10,1,H_MLP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.0003,0,7.122181600003387,runs/peft_shift_mechanism_v1/trials/Q10_c1/H_MLP/lr_3e-04
Q10,1,OFF_LORA,0.4855989862111082,0.8055911497861291,0.45730188230233304,0.77783203125,0.0,-0.0009833781370466898,0.8350075245274069,0.011838997910733728,0.0017816497436891066,0.4854406691790746,0.0001,40,47.662384099996416,runs/peft_shift_mechanism_v1/trials/Q10_c1/OFF_LORA/lr_1e-04
Q10,1,JOINT,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,47.25921240000025,runs/peft_shift_mechanism_v1/trials/Q10_c1/JOINT/lr_3e-05
Q10,1,LP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,40.41452159999608,runs/peft_shift_mechanism_v1/trials/Q10_c1/LP/lr_3e-05
Q10,1,TIME,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,37.70637400000123,runs/peft_shift_mechanism_v1/trials/Q10_c1/TIME/lr_3e-05
Q10,1,GROUP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,37.84035029999359,runs/peft_shift_mechanism_v1/trials/Q10_c1/GROUP/lr_3e-05
Q10,1,RAW,0.3205406822278856,0.3518665667260327,0.0016464314500884922,0.79931640625,0.0,0.004039917414149212,0.988193414106413,1.0123733961151662,1.0129324579276608,0.32567407626318945,,,0.05838699999731034,runs/peft_shift_mechanism_v1/raw/Q10_c1/RAW
Q10,1,F0_RAW,0.3394867692061906,0.39735918540516874,0.04572658127208892,0.80517578125,0.0,0.02368597899329801,1.0045929762080243,1.025241187828128,0.9954881334660513,0.34545916507755625,,,0.05762390000018058,runs/peft_shift_mechanism_v1/raw/Q10_c1/F0_RAW
Q10,1,ORACLE,0.31952757904043566,0.34969304978749277,0.0,0.8089599609375,0.0,-4.094976066081428e-10,0.9999999998657685,0.9999999999881987,1.0000000004560916,,,,,runs\peft_shift_mechanism_v1\data\Q10_c1.npz
Q10,2,F0,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.001,0,9.398463799996534,runs/peft_shift_mechanism_v1/trials/Q10_c2/F0/lr_1e-03
Q10,2,H_LIN,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.0003,0,6.746663699996134,runs/peft_shift_mechanism_v1/trials/Q10_c2/H_LIN/lr_3e-04
Q10,2,H_MLP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,0.0003,0,6.9290611000033095,runs/peft_shift_mechanism_v1/trials/Q10_c2/H_MLP/lr_3e-04
Q10,2,OFF_LORA,0.48921879798913614,0.8172310453821423,0.46800106693458865,0.7745361328125,0.0,0.0010664974102938048,0.9077511502034352,0.007943001879355038,0.015581340124717125,0.4872967195026194,0.0001,40,47.00995829999738,runs/peft_shift_mechanism_v1/trials/Q10_c2/OFF_LORA/lr_1e-04
Q10,2,JOINT,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,47.006522799994855,runs/peft_shift_mechanism_v1/trials/Q10_c2/JOINT/lr_3e-05
Q10,2,LP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,40.032617600001686,runs/peft_shift_mechanism_v1/trials/Q10_c2/LP/lr_3e-05
Q10,2,TIME,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,37.61518159999832,runs/peft_shift_mechanism_v1/trials/Q10_c2/TIME/lr_3e-05
Q10,2,GROUP,0.5259325605826376,0.9462154530991164,0.6044389553554268,0.801513671875,0.0,0.0023547192682505788,0.16084470593363084,0.00133375577505504,-0.000595234826877053,0.5302048232186238,3e-05,0,37.94562399999995,runs/peft_shift_mechanism_v1/trials/Q10_c2/GROUP/lr_3e-05
Q10,2,RAW,0.32195252339338265,0.35520055076038326,0.003493831424834923,0.797607421875,0.0,2.357277275880283e-05,1.0453102251890432,0.9930077892583794,1.2842442052008272,0.3283099340529726,,,0.05865790000098059,runs/peft_shift_mechanism_v1/raw/Q10_c2/RAW
Q10,2,F0_RAW,0.34181337100333103,0.40300772559158093,0.04958256783834779,0.8009033203125,0.0,-0.027016093790502318,1.0436092551459515,0.98655269420396,1.3410411761739625,0.34881588399460856,,,0.057722800003830343,runs/peft_shift_mechanism_v1/raw/Q10_c2/F0_RAW
Q10,2,ORACLE,0.31952757904043566,0.34969304978749277,0.0,0.8089599609375,0.0,-4.094976066081428e-10,0.9999999998657685,0.9999999999881987,1.0000000004560916,,,,,runs\peft_shift_mechanism_v1\data\Q10_c2.npz
Q01,0,F0,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.001,0,9.553366799998912,runs/peft_shift_mechanism_v1/trials/Q01_c0/F0/lr_1e-03
Q01,0,H_LIN,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.0003,0,6.803338199999416,runs/peft_shift_mechanism_v1/trials/Q01_c0/H_LIN/lr_3e-04
Q01,0,H_MLP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.0003,0,6.95588940000016,runs/peft_shift_mechanism_v1/trials/Q01_c0/H_MLP/lr_3e-04
Q01,0,OFF_LORA,0.5025037422514507,0.8598050630851763,0.5114185925839865,0.76171875,0.0,-0.041029780473857205,0.7282329561674292,0.009808937910479987,0.004311930198974467,0.5019753548756852,3e-05,120,46.10504870000295,runs/peft_shift_mechanism_v1/trials/Q01_c0/OFF_LORA/lr_3e-05
Q01,0,JOINT,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,46.87561740000092,runs/peft_shift_mechanism_v1/trials/Q01_c0/JOINT/lr_3e-05
Q01,0,LP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,41.189169199999014,runs/peft_shift_mechanism_v1/trials/Q01_c0/LP/lr_3e-05
Q01,0,TIME,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,37.931427099996654,runs/peft_shift_mechanism_v1/trials/Q01_c0/TIME/lr_3e-05
Q01,0,GROUP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,37.72373789999983,runs/peft_shift_mechanism_v1/trials/Q01_c0/GROUP/lr_3e-05
Q01,0,RAW,0.3210146777478859,0.35292592612884754,0.003210810914267032,0.7989501953125,0.0,-0.023312489789390177,0.9829346359524882,0.9626091797791938,0.9917724275307316,0.32756411737519664,,,0.05997460000071442,runs/peft_shift_mechanism_v1/raw/Q01_c0/RAW
Q01,0,F0_RAW,0.340756407251729,0.39901717666867986,0.04481591945036346,0.7974853515625,0.0,-0.03157933344932732,1.0053372257164437,0.9429742790701997,0.9888827811244789,0.34831107083957147,,,0.05692370000178926,runs/peft_shift_mechanism_v1/raw/Q01_c0/F0_RAW
Q01,0,ORACLE,0.3195275790665916,0.3496930497623081,0.0,0.8089599609375,0.0,2.1824887766362842e-11,1.0000000003330327,1.0000000012299552,1.000000001356978,,,,,runs\peft_shift_mechanism_v1\data\Q01_c0.npz
Q01,1,F0,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.001,0,9.441765499999747,runs/peft_shift_mechanism_v1/trials/Q01_c1/F0/lr_1e-03
Q01,1,H_LIN,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.0003,0,6.8137218999982,runs/peft_shift_mechanism_v1/trials/Q01_c1/H_LIN/lr_3e-04
Q01,1,H_MLP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.0003,0,6.979851800002507,runs/peft_shift_mechanism_v1/trials/Q01_c1/H_MLP/lr_3e-04
Q01,1,OFF_LORA,0.4951411368621539,0.8347215366473251,0.48657318216948364,0.75927734375,0.0,0.015199082579841632,0.8792909430368727,0.011598023866961737,0.017423957007806523,0.4960707880154034,3e-05,80,46.39502360000188,runs/peft_shift_mechanism_v1/trials/Q01_c1/OFF_LORA/lr_3e-05
Q01,1,JOINT,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,47.769698700001754,runs/peft_shift_mechanism_v1/trials/Q01_c1/JOINT/lr_3e-05
Q01,1,LP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,40.33544950000214,runs/peft_shift_mechanism_v1/trials/Q01_c1/LP/lr_3e-05
Q01,1,TIME,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,37.898199499999464,runs/peft_shift_mechanism_v1/trials/Q01_c1/TIME/lr_3e-05
Q01,1,GROUP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,37.70070249999844,runs/peft_shift_mechanism_v1/trials/Q01_c1/GROUP/lr_3e-05
Q01,1,RAW,0.320452542680249,0.3516787031486073,0.0014095649565734562,0.8026123046875,0.0,-0.0010907038354545566,1.0098076708231825,1.0229460526523844,0.9965805787757271,0.32537837496550115,,,0.05814559999998892,runs/peft_shift_mechanism_v1/raw/Q01_c1/RAW
Q01,1,F0_RAW,0.33931650872386476,0.3959526643317436,0.04190384125409612,0.8134765625,0.0,0.017320729171428278,0.9989819042929096,1.0304549746619451,0.9840111897062431,0.34545982785174384,,,0.05693739999696845,runs/peft_shift_mechanism_v1/raw/Q01_c1/F0_RAW
Q01,1,ORACLE,0.3195275790665916,0.3496930497623081,0.0,0.8089599609375,0.0,2.1824887766362842e-11,1.0000000003330327,1.0000000012299552,1.000000001356978,,,,,runs\peft_shift_mechanism_v1\data\Q01_c1.npz
Q01,2,F0,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.001,0,9.483467800004291,runs/peft_shift_mechanism_v1/trials/Q01_c2/F0/lr_1e-03
Q01,2,H_LIN,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.0003,0,6.834348099997442,runs/peft_shift_mechanism_v1/trials/Q01_c2/H_LIN/lr_3e-04
Q01,2,H_MLP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,0.0003,0,6.942936699997517,runs/peft_shift_mechanism_v1/trials/Q01_c2/H_MLP/lr_3e-04
Q01,2,OFF_LORA,0.4973531740742368,0.8434720104535662,0.49855283737927175,0.7662353515625,0.0,0.0073701785928938016,0.877573100884129,0.00823850607075896,0.00926567845725812,0.49660276832366634,3e-05,120,46.32143229999929,runs/peft_shift_mechanism_v1/trials/Q01_c2/OFF_LORA/lr_3e-05
Q01,2,JOINT,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,46.86421900000278,runs/peft_shift_mechanism_v1/trials/Q01_c2/JOINT/lr_3e-05
Q01,2,LP,0.5280971767773374,0.9528637244527534,0.608052086436031,0.8033447265625,0.0,0.0020749795869009304,0.14289987195410073,0.0027351938262167377,-0.0024687603763040022,0.5279963390488656,3e-05,0,40.09538170000451,runs/peft_shift_mechanism_v1/trials/Q01_c2/LP/lr_3e-05
