benchmark,track,split,task_uid,dataset_config,domain,freq,freq_bucket,model,model_role,architecture_family,model_revision,contamination_status,native_metric,native_score,relative_to_naive,task_rank,regret_vs_best_deployable_pct,best_deployable_model,context_mode,actual_context_min,actual_context_median,actual_context_max,future_covariates_used,multivariate_mode,n_windows,n_origins,origin_aggregate,origin_reconciliation_gap,inference_seconds,peak_memory_mb,status,known_columns_used,known_columns_skipped,n_targets_x,notes,extra_metrics,summary,run_at_utc,horizon,num_windows,seasonality,median_length,n_series,n_targets_y,n_known_cov,n_past_cov,is_multivariate,has_known_cov,has_past_cov,horizon_to_median_length,source,source_branch,source_sha,original_score
fev-bench,U,development,fevbench::LOOP_SEATTLE_1D::LOOP_SEATTLE_1D,LOOP_SEATTLE_1D,mobility,D,daily_or_coarser,timesfm-3.0,primary,transformer_patch_variate,43046b85ec22d584a13f8098c2ed39c889e129c2,CLEAN_BY_OFFICIAL_EXCLUSION,SQL,0.7586996747640715,0.7252161717712087,1.0,0.0,timesfm-3.0,native_default,85,211,337,False,none,10,3230,0.7586996746598382,1.373841219839005e-10,15.247937200008892,1294.658203125,OK,,,1,"{""entry_point"": ""TimesFM3Evaluator.predict_batch"", ""per_core_batch_size"": 32, ""univariate_flag"": true}","{""MASE"": 0.9312832418586063, ""WAPE"": 0.035330928063230946, ""WQL"": 0.02872311419548774}","{""model_name"": ""timesfm-3.0"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""LOOP_SEATTLE_1D"", ""horizon"": 28, ""num_windows"": 10, ""initial_cutoff"": -280, ""window_step_size"": 28, ""min_context_length"": 1, ""seasonality"": 7, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""LOOP_SEATTLE_1D"", ""test_error"": 0.7586996747640715, ""inference_time_s"": 15.247937200008892, ""num_forecasts"": 3230, ""dataset_fingerprint"": ""d46589b2c9e45a4d"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.7586996747640715, ""MASE"": 0.9312832418586063, ""WAPE"": 0.035330928063230946, ""WQL"": 0.02872311419548774}",2026-09-07T02:17:35.692447+00:00,28,10,7,365,323,1,0,0,False,False,False,0.076712,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.7586996747640715
fev-bench,U,development,fevbench::LOOP_SEATTLE_1D::LOOP_SEATTLE_1D,LOOP_SEATTLE_1D,mobility,D,daily_or_coarser,tirex-2,primary,recurrent_xlstm,05e5b26db52bfb256f1ae1bdf785589850482de3,OVERLAP_RISK_UNKNOWN,SQL,0.7769945314094994,0.7427036260839128,3.0,2.41134367839513,timesfm-3.0,native_default,85,211,337,False,none,10,3230,0.7769945311518646,3.3157865591856237e-10,13.914113499980886,1192.74560546875,OK,,,1,"{""entry_point"": ""tirex2.ForecastModel.forecast"", ""batch_size"": 256, ""native_pytorch_kernels"": true, ""point_forecast"": ""median quantile (model emits no separate mean)""}","{""MASE"": 0.9556586039055681, ""WAPE"": 0.03617683207861089, ""WQL"": 0.029349083060733593}","{""model_name"": ""tirex-2"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""LOOP_SEATTLE_1D"", ""horizon"": 28, ""num_windows"": 10, ""initial_cutoff"": -280, ""window_step_size"": 28, ""min_context_length"": 1, ""seasonality"": 7, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""LOOP_SEATTLE_1D"", ""test_error"": 0.7769945314094994, ""inference_time_s"": 13.914113499980886, ""num_forecasts"": 3230, ""dataset_fingerprint"": ""d46589b2c9e45a4d"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.7769945314094994, ""MASE"": 0.9556586039055681, ""WAPE"": 0.03617683207861089, ""WQL"": 0.029349083060733593}",2026-09-07T02:05:41.745382+00:00,28,10,7,365,323,1,0,0,False,False,False,0.076712,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.7769945314094994
fev-bench,U,development,fevbench::australian_tourism::australian_tourism,australian_tourism,econ,Q,daily_or_coarser,chronos-2,primary,transformer_encoder,29ec3766d36d6f73f0696f85560a422f50e8498c,OVERLAP_RISK_UNKNOWN,SQL,0.7396415106573477,0.8266551423459015,2.0,1.0839097019693409,chronos-2-synth,native_default,20,24,28,False,none,2,178,0.7396415115407343,1.1943442510662242e-09,0.1873797999869566,479.193359375,OK,,,1,"{""entry_point"": ""Chronos2Pipeline.predict_quantiles"", ""batch_size"": 256, ""default_context_length"": 2048}","{""MASE"": 0.9202256061327684, ""WAPE"": 0.09758039154224528, ""WQL"": 0.07858857498538246}","{""model_name"": ""chronos-2"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""australian_tourism"", ""horizon"": 8, ""num_windows"": 2, ""initial_cutoff"": -16, ""window_step_size"": 8, ""min_context_length"": 1, ""seasonality"": 4, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""australian_tourism"", ""test_error"": 0.7396415106573477, ""inference_time_s"": 0.18737979998695664, ""num_forecasts"": 178, ""dataset_fingerprint"": ""7013fcb0b68de2bf"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.7396415106573477, ""MASE"": 0.9202256061327684, ""WAPE"": 0.09758039154224528, ""WQL"": 0.07858857498538246}",2026-09-07T02:01:55.363505+00:00,8,2,4,36,89,1,0,0,False,False,False,0.222222,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.7396415106573477
fev-bench,U,development,fevbench::australian_tourism::australian_tourism,australian_tourism,econ,Q,daily_or_coarser,chronos-2-synth,diagnostic,transformer_encoder,3607918a9fd027d5c465d8213e46b98e2c041cea,SYNTH_ONLY_DIAGNOSTIC,SQL,0.731710430312865,0.8177910260724675,1.0,0.0,chronos-2-synth,native_default,20,24,28,False,none,2,178,0.7317104298579559,6.217064723085085e-10,0.2576566999778151,478.7548828125,OK,,,1,"{""entry_point"": ""Chronos2Pipeline.predict_quantiles"", ""batch_size"": 256, ""default_context_length"": 2048}","{""MASE"": 0.9222871125601453, ""WAPE"": 0.09792823710685916, ""WQL"": 0.07726040005540356}","{""model_name"": ""chronos-2-synth"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""australian_tourism"", ""horizon"": 8, ""num_windows"": 2, ""initial_cutoff"": -16, ""window_step_size"": 8, ""min_context_length"": 1, ""seasonality"": 4, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""australian_tourism"", ""test_error"": 0.731710430312865, ""inference_time_s"": 0.25765669997781515, ""num_forecasts"": 178, ""dataset_fingerprint"": ""7013fcb0b68de2bf"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.731710430312865, ""MASE"": 0.9222871125601453, ""WAPE"": 0.09792823710685916, ""WQL"": 0.07726040005540356}",2026-09-07T02:21:42.982822+00:00,8,2,4,36,89,1,0,0,False,False,False,0.222222,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.731710430312865
fev-bench,U,development,fevbench::australian_tourism::australian_tourism,australian_tourism,econ,Q,daily_or_coarser,linear-ar-specialist,baseline,baseline,,NOT_APPLICABLE,SQL,0.8947401071725938,1.0,5.0,22.280627705419004,chronos-2-synth,native_default,20,24,28,False,none,2,178,0.8947401071867247,1.5793322043071397e-11,0.0114665000000968,,OK,,,1,"{""estimator"": ""linear_ar_specialist"", ""seasonality"": 4, ""ridge_alpha"": 1.0, ""fitted_on"": ""visible history of each series only""}","{""MASE"": 1.0994521121001988, ""WAPE"": 0.1130525185536693, ""WQL"": 0.09058706706474522}","{""model_name"": ""linear-ar-specialist"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""australian_tourism"", ""horizon"": 8, ""num_windows"": 2, ""initial_cutoff"": -16, ""window_step_size"": 8, ""min_context_length"": 1, ""seasonality"": 4, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""australian_tourism"", ""test_error"": 0.8947401071725938, ""inference_time_s"": 0.011466500000096858, ""num_forecasts"": 178, ""dataset_fingerprint"": ""7013fcb0b68de2bf"", ""trained_on_this_dataset"": true, ""fev_version"": ""0.10.0"", ""SQL"": 0.8947401071725938, ""MASE"": 1.0994521121001988, ""WAPE"": 0.1130525185536693, ""WQL"": 0.09058706706474522}",2026-09-07T02:27:16.098876+00:00,8,2,4,36,89,1,0,0,False,False,False,0.222222,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.8947401071725938
fev-bench,U,development,fevbench::australian_tourism::australian_tourism,australian_tourism,econ,Q,daily_or_coarser,seasonal-naive,baseline,baseline,,NOT_APPLICABLE,SQL,0.8947401071725938,1.0,5.0,22.280627705419004,chronos-2-synth,native_default,20,24,28,False,none,2,178,0.8947401071867247,1.5793322043071397e-11,0.0114047000242862,,OK,,,1,"{""estimator"": ""seasonal_naive"", ""seasonality"": 4}","{""MASE"": 1.0994521121001988, ""WAPE"": 0.1130525185536693, ""WQL"": 0.09058706706474522}","{""model_name"": ""seasonal-naive"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""australian_tourism"", ""horizon"": 8, ""num_windows"": 2, ""initial_cutoff"": -16, ""window_step_size"": 8, ""min_context_length"": 1, ""seasonality"": 4, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""australian_tourism"", ""test_error"": 0.8947401071725938, ""inference_time_s"": 0.011404700024286285, ""num_forecasts"": 178, ""dataset_fingerprint"": ""7013fcb0b68de2bf"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.8947401071725938, ""MASE"": 1.0994521121001988, ""WAPE"": 0.1130525185536693, ""WQL"": 0.09058706706474522}",2026-09-07T02:24:05.790036+00:00,8,2,4,36,89,1,0,0,False,False,False,0.222222,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.8947401071725938
fev-bench,U,development,fevbench::australian_tourism::australian_tourism,australian_tourism,econ,Q,daily_or_coarser,timesfm-3.0,primary,transformer_patch_variate,43046b85ec22d584a13f8098c2ed39c889e129c2,CLEAN_BY_OFFICIAL_EXCLUSION,SQL,0.7906485073204472,0.8836627541140643,4.0,8.054836252967103,chronos-2-synth,native_default,20,24,28,False,none,2,178,0.790648508942529,2.05158396833999e-09,0.8511368000181392,1276.10302734375,OK,,,1,"{""entry_point"": ""TimesFM3Evaluator.predict_batch"", ""per_core_batch_size"": 32, ""univariate_flag"": true}","{""MASE"": 0.975933123480165, ""WAPE"": 0.09948883994924068, ""WQL"": 0.07925758143679235}","{""model_name"": ""timesfm-3.0"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""australian_tourism"", ""horizon"": 8, ""num_windows"": 2, ""initial_cutoff"": -16, ""window_step_size"": 8, ""min_context_length"": 1, ""seasonality"": 4, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""australian_tourism"", ""test_error"": 0.7906485073204472, ""inference_time_s"": 0.8511368000181392, ""num_forecasts"": 178, ""dataset_fingerprint"": ""7013fcb0b68de2bf"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.7906485073204472, ""MASE"": 0.975933123480165, ""WAPE"": 0.09948883994924068, ""WQL"": 0.07925758143679235}",2026-09-07T02:09:07.357752+00:00,8,2,4,36,89,1,0,0,False,False,False,0.222222,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.7906485073204472
fev-bench,U,development,fevbench::australian_tourism::australian_tourism,australian_tourism,econ,Q,daily_or_coarser,tirex-2,primary,recurrent_xlstm,05e5b26db52bfb256f1ae1bdf785589850482de3,OVERLAP_RISK_UNKNOWN,SQL,0.7436990462039466,0.8311900184669919,3.0,1.6384372006225854,chronos-2-synth,native_default,20,24,28,False,none,2,178,0.7436990465006132,3.989069136598314e-10,1.0271116999792866,633.27587890625,OK,,,1,"{""entry_point"": ""tirex2.ForecastModel.forecast"", ""batch_size"": 256, ""native_pytorch_kernels"": true, ""point_forecast"": ""median quantile (model emits no separate mean)""}","{""MASE"": 0.9473192906613972, ""WAPE"": 0.10267901512372825, ""WQL"": 0.0800594578405508}","{""model_name"": ""tirex-2"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""australian_tourism"", ""horizon"": 8, ""num_windows"": 2, ""initial_cutoff"": -16, ""window_step_size"": 8, ""min_context_length"": 1, ""seasonality"": 4, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""australian_tourism"", ""test_error"": 0.7436990462039466, ""inference_time_s"": 1.0271116999792866, ""num_forecasts"": 178, ""dataset_fingerprint"": ""7013fcb0b68de2bf"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.7436990462039466, ""MASE"": 0.9473192906613972, ""WAPE"": 0.10267901512372825, ""WQL"": 0.0800594578405508}",2026-09-07T02:04:29.053348+00:00,8,2,4,36,89,1,0,0,False,False,False,0.222222,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.7436990462039466
fev-bench,U,development,fevbench::hermes::hermes,hermes,retail,W,daily_or_coarser,chronos-2,primary,transformer_encoder,29ec3766d36d6f73f0696f85560a422f50e8498c,OVERLAP_RISK_UNKNOWN,SQL,0.6215553569758844,0.2896144231571696,3.0,2.088471029695107,timesfm-3.0,native_default,209,209,209,False,none,1,10000,0.6215553571105004,2.16579237094332e-10,5.311016699997708,716.99755859375,OK,,,1,"{""entry_point"": ""Chronos2Pipeline.predict_quantiles"", ""batch_size"": 256, ""default_context_length"": 2048}","{""MASE"": 0.7921874863799081, ""WAPE"": 0.0029287994663710275, ""WQL"": 0.002293691060255268}","{""model_name"": ""chronos-2"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""hermes"", ""horizon"": 52, ""num_windows"": 1, ""initial_cutoff"": -52, ""window_step_size"": 52, ""min_context_length"": 1, ""seasonality"": 1, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""hermes"", ""test_error"": 0.6215553569758844, ""inference_time_s"": 5.311016699997708, ""num_forecasts"": 10000, ""dataset_fingerprint"": ""003815c209114c79"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.6215553569758844, ""MASE"": 0.7921874863799081, ""WAPE"": 0.0029287994663710275, ""WQL"": 0.002293691060255268}",2026-09-07T02:03:44.762472+00:00,52,1,1,261,10000,1,1,0,False,True,False,0.199234,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.6215553569758844
fev-bench,U,development,fevbench::hermes::hermes,hermes,retail,W,daily_or_coarser,chronos-2-synth,diagnostic,transformer_encoder,3607918a9fd027d5c465d8213e46b98e2c041cea,SYNTH_ONLY_DIAGNOSTIC,SQL,0.6199970562014682,0.288888331144893,2.0,1.8325251325532168,timesfm-3.0,native_default,209,209,209,False,none,1,10000,0.6199970560699701,2.1209461136642014e-10,5.416952700004913,716.55908203125,OK,,,1,"{""entry_point"": ""Chronos2Pipeline.predict_quantiles"", ""batch_size"": 256, ""default_context_length"": 2048}","{""MASE"": 0.7889136221825163, ""WAPE"": 0.002911123527218251, ""WQL"": 0.0022840155731590705}","{""model_name"": ""chronos-2-synth"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""hermes"", ""horizon"": 52, ""num_windows"": 1, ""initial_cutoff"": -52, ""window_step_size"": 52, ""min_context_length"": 1, ""seasonality"": 1, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""hermes"", ""test_error"": 0.6199970562014682, ""inference_time_s"": 5.416952700004913, ""num_forecasts"": 10000, ""dataset_fingerprint"": ""003815c209114c79"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.6199970562014682, ""MASE"": 0.7889136221825163, ""WAPE"": 0.002911123527218251, ""WQL"": 0.0022840155731590705}",2026-09-07T02:23:30.735026+00:00,52,1,1,261,10000,1,1,0,False,True,False,0.199234,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.6199970562014682
fev-bench,U,development,fevbench::hermes::hermes,hermes,retail,W,daily_or_coarser,linear-ar-specialist,baseline,baseline,,NOT_APPLICABLE,SQL,0.9746030125485566,0.4541173784742093,5.0,60.075414515134206,timesfm-3.0,native_default,209,209,209,False,none,1,10000,0.974603012508154,4.1455526691831815e-11,2.1189392999804118,,OK,,,1,"{""estimator"": ""linear_ar_specialist"", ""seasonality"": 1, ""ridge_alpha"": 1.0, ""fitted_on"": ""visible history of each series only""}","{""MASE"": 1.2408790564488592, ""WAPE"": 0.005076885467434737, ""WQL"": 0.003963173329893229}","{""model_name"": ""linear-ar-specialist"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""hermes"", ""horizon"": 52, ""num_windows"": 1, ""initial_cutoff"": -52, ""window_step_size"": 52, ""min_context_length"": 1, ""seasonality"": 1, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""hermes"", ""test_error"": 0.9746030125485566, ""inference_time_s"": 2.1189392999804113, ""num_forecasts"": 10000, ""dataset_fingerprint"": ""003815c209114c79"", ""trained_on_this_dataset"": true, ""fev_version"": ""0.10.0"", ""SQL"": 0.9746030125485566, ""MASE"": 1.2408790564488592, ""WAPE"": 0.005076885467434737, ""WQL"": 0.003963173329893229}",2026-09-07T02:32:03.588838+00:00,52,1,1,261,10000,1,1,0,False,True,False,0.199234,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.9746030125485566
fev-bench,U,development,fevbench::hermes::hermes,hermes,retail,W,daily_or_coarser,seasonal-naive,baseline,baseline,,NOT_APPLICABLE,SQL,2.1461477995471765,1.0,6.0,252.49788293276112,timesfm-3.0,native_default,209,209,209,False,none,1,10000,2.146147798788548,3.5348411682174953e-10,0.6563541000068653,,OK,,,1,"{""estimator"": ""seasonal_naive"", ""seasonality"": 1}","{""MASE"": 1.994519344218574, ""WAPE"": 0.00870687132138103, ""WQL"": 0.008708311121876585}","{""model_name"": ""seasonal-naive"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""hermes"", ""horizon"": 52, ""num_windows"": 1, ""initial_cutoff"": -52, ""window_step_size"": 52, ""min_context_length"": 1, ""seasonality"": 1, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""hermes"", ""test_error"": 2.1461477995471765, ""inference_time_s"": 0.6563541000068653, ""num_forecasts"": 10000, ""dataset_fingerprint"": ""003815c209114c79"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 2.1461477995471765, ""MASE"": 1.994519344218574, ""WAPE"": 0.00870687132138103, ""WQL"": 0.008708311121876585}",2026-09-07T02:25:17.363342+00:00,52,1,1,261,10000,1,1,0,False,True,False,0.199234,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,2.1461477995471765
fev-bench,U,development,fevbench::hermes::hermes,hermes,retail,W,daily_or_coarser,timesfm-3.0,primary,transformer_patch_variate,43046b85ec22d584a13f8098c2ed39c889e129c2,CLEAN_BY_OFFICIAL_EXCLUSION,SQL,0.6088399118007054,0.2836896470639938,1.0,0.0,timesfm-3.0,native_default,209,209,209,False,none,1,10000,0.6088399115830659,3.574658260563651e-10,41.34018690002267,1287.2265625,OK,,,1,"{""entry_point"": ""TimesFM3Evaluator.predict_batch"", ""per_core_batch_size"": 32, ""univariate_flag"": true}","{""MASE"": 0.7738296164635636, ""WAPE"": 0.0028574870704046415, ""WQL"": 0.0022477869459825825}","{""model_name"": ""timesfm-3.0"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""hermes"", ""horizon"": 52, ""num_windows"": 1, ""initial_cutoff"": -52, ""window_step_size"": 52, ""min_context_length"": 1, ""seasonality"": 1, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""hermes"", ""test_error"": 0.6088399118007054, ""inference_time_s"": 41.34018690002267, ""num_forecasts"": 10000, ""dataset_fingerprint"": ""003815c209114c79"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.6088399118007054, ""MASE"": 0.7738296164635636, ""WAPE"": 0.0028574870704046415, ""WQL"": 0.0022477869459825825}",2026-09-07T02:20:47.821249+00:00,52,1,1,261,10000,1,1,0,False,True,False,0.199234,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.6088399118007054
fev-bench,U,development,fevbench::hermes::hermes,hermes,retail,W,daily_or_coarser,tirex-2,primary,recurrent_xlstm,05e5b26db52bfb256f1ae1bdf785589850482de3,OVERLAP_RISK_UNKNOWN,SQL,0.6488565655031809,0.3023354522181956,4.0,6.57260684243289,timesfm-3.0,native_default,209,209,209,False,none,1,10000,0.648856565348804,2.3792154363672084e-10,38.78186459999415,1193.01904296875,OK,,,1,"{""entry_point"": ""tirex2.ForecastModel.forecast"", ""batch_size"": 256, ""native_pytorch_kernels"": true, ""point_forecast"": ""median quantile (model emits no separate mean)""}","{""MASE"": 0.8273720267417205, ""WAPE"": 0.0031052377367437904, ""WQL"": 0.0024384116669401625}","{""model_name"": ""tirex-2"", ""dataset_path"": ""autogluon/fev_datasets"", ""dataset_config"": ""hermes"", ""horizon"": 52, ""num_windows"": 1, ""initial_cutoff"": -52, ""window_step_size"": 52, ""min_context_length"": 1, ""seasonality"": 1, ""eval_metric"": ""SQL"", ""id_column"": ""id"", ""timestamp_column"": ""timestamp"", ""target"": ""target"", ""task_name"": ""hermes"", ""test_error"": 0.6488565655031809, ""inference_time_s"": 38.78186459999415, ""num_forecasts"": 10000, ""dataset_fingerprint"": ""003815c209114c79"", ""trained_on_this_dataset"": false, ""fev_version"": ""0.10.0"", ""SQL"": 0.6488565655031809, ""MASE"": 0.8273720267417205, ""WAPE"": 0.0031052377367437904, ""WQL"": 0.0024384116669401625}",2026-09-07T02:06:52.787483+00:00,52,1,1,261,10000,1,1,0,False,True,False,0.199234,copied_from_source_study,tsfm-benchmark-gap-discovery-v1,dbdc8b82feb9fcec6448e647a2eef7141d0136fa,0.6488565655031809
