dataset,condition,seed,method,recipe,action,selected_step,E_selected,E_final,F0,normalized_E,fit_key,selected_checkpoint
jena,SPREAD30,28003,FULL,0,JOINT,5,0.3767314982907073,0.41833504286934675,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,HEAD,0,HEAD0,5,0.37950571042177017,0.38405607713708245,0.37953721557029146,0.9999169906211333,test/jena/SPREAD30/TREE/r0/s28003,HEAD0_5
jena,SPREAD30,28003,FIXED,0,HEAD1,5,0.3767314982907073,0.3696980025624761,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,EARLY_STOP,0,ES2,5,0.3767314982907073,0.3664067026578378,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,PROBE,0,STOP,5,0.3767314982907073,0.3664067026578378,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,WIDE,2,WIDE,5,0.37954155941790113,0.38168643403047575,0.37953721557029146,1.0000114451163982,test/jena/SPREAD30/WIDE/r2/s28003,JOINT_5
jena,SPREAD30,28003,CURRENT_C,0,HEAD,5,0.3767314982907073,0.3696980025624761,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,RANDOM,0,HEAD,5,0.3767314982907073,0.3696980025624761,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,HEAD_PROBE,0,STOP,5,0.3767314982907073,0.3664067026578378,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,MASKED1,0,MASKED1,5,0.3767314982907073,0.3694240865856102,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,CONSTANT,0,STOP,5,0.3767314982907073,0.3664067026578378,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28003,SOURCE_CONSTANT,0,STOP,5,0.3767314982907073,0.3664067026578378,0.37953721557029146,0.9926075305280186,test/jena/SPREAD30/TREE/r0/s28003,JOINT_5
jena,SPREAD30,28004,FULL,0,JOINT,0,0.37953721557029146,0.4174368298497765,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,HEAD,0,HEAD0,0,0.37953721557029146,0.38594307673105854,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,FIXED,0,HEAD1,0,0.37953721557029146,0.37738427495056304,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,EARLY_STOP,0,ES2,0,0.37953721557029146,0.3727728000138356,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,PROBE,0,STOP,0,0.37953721557029146,0.37265797507637377,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,WIDE,2,WIDE,0,0.37953721557029146,0.381811981795815,0.37953721557029146,1.0,test/jena/SPREAD30/WIDE/r2/s28004,JOINT_0
jena,SPREAD30,28004,CURRENT_C,0,HEAD,0,0.37953721557029146,0.37738427495056304,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,RANDOM,0,HEAD,0,0.37953721557029146,0.37738427495056304,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,HEAD_PROBE,0,STOP,0,0.37953721557029146,0.37265797507637377,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,MASKED1,0,MASKED1,0,0.37953721557029146,0.3766378897444318,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,CONSTANT,0,STOP,0,0.37953721557029146,0.37265797507637377,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
jena,SPREAD30,28004,SOURCE_CONSTANT,0,STOP,0,0.37953721557029146,0.37265797507637377,0.37953721557029146,1.0,test/jena/SPREAD30/TREE/r0/s28004,JOINT_0
