stage,timestamp,seconds,available_commit_gib,available_ram_gib,child_tree_rss_gib
fit_s0_lr0,2026-09-09T15:21:36.453487+00:00,0.0,11.901893615722656,11.658405303955078,0.0
fit_s0_lr0,2026-09-09T15:21:46.701236+00:00,10.247749,10.20095443725586,11.199577331542969,0.5661888122558594
fit_s0_lr0,2026-09-09T15:21:56.864686+00:00,20.411199,7.837169647216797,10.401874542236328,1.4817924499511719
fit_s0_lr0,2026-09-09T15:22:07.027352+00:00,30.573865,7.875923156738281,10.429241180419922,1.4786796569824219
fit_s0_lr0,2026-09-09T15:22:17.210786+00:00,40.757299,7.388034820556641,10.174980163574219,1.6746139526367188
fit_s0_lr0,2026-09-09T15:22:27.365198+00:00,50.911711,7.350292205810547,10.151039123535156,1.6752967834472656
fit_s0_lr0,2026-09-09T15:22:37.534862+00:00,61.081375,7.4005279541015625,10.187183380126953,1.6752471923828125
fit_s0_lr0,2026-09-09T15:22:47.692933+00:00,71.239446,7.441230773925781,10.261772155761719,1.6754341125488281
fit_s0_lr0,2026-09-09T15:22:57.854476+00:00,81.400989,7.263511657714844,10.23410415649414,1.6757469177246094
fit_s0_lr0,2026-09-09T15:23:08.022764+00:00,91.569277,7.3408966064453125,10.261802673339844,1.6813278198242188
fit_s0_lr0,2026-09-09T15:23:18.187202+00:00,101.733715,7.400543212890625,10.231010437011719,1.6813697814941406
fit_s0_lr0,2026-09-09T15:23:28.352440+00:00,111.898953,7.379478454589844,10.196300506591797,1.6813697814941406
fit_s0_lr0,2026-09-09T15:23:38.515200+00:00,122.061713,7.371021270751953,10.220069885253906,1.6772727966308594
fit_s0_lr0,2026-09-09T15:23:48.680620+00:00,132.227133,7.3250885009765625,10.165008544921875,1.68206787109375
fit_s0_lr0,2026-09-09T15:23:58.837350+00:00,142.383863,7.2752532958984375,10.112556457519531,1.6821517944335938
fit_s0_lr0,2026-09-09T15:24:08.995074+00:00,152.541587,7.2493133544921875,10.074897766113281,1.6821517944335938
fit_s0_lr0,2026-09-09T15:24:19.165701+00:00,162.712214,7.191150665283203,10.05059814453125,1.678436279296875
fit_s0_lr0,2026-09-09T15:24:29.320807+00:00,172.86732,7.125370025634766,10.125480651855469,1.678741455078125
fit_s0_lr0,2026-09-09T15:24:39.484790+00:00,183.031303,7.039188385009766,10.04730224609375,1.682159423828125
fit_s0_lr0,2026-09-09T15:24:49.649175+00:00,193.195688,6.982337951660156,9.969402313232422,1.682159423828125
fit_s0_lr0,2026-09-09T15:24:59.801696+00:00,203.348209,6.906959533691406,9.89236831665039,1.682159423828125
fit_s0_lr0,2026-09-09T15:25:09.959369+00:00,213.505882,6.838550567626953,9.800148010253906,1.6786575317382812
fit_s0_lr0,2026-09-09T15:25:20.118706+00:00,223.665219,6.786014556884766,9.737232208251953,1.6787948608398438
fit_s0_lr0,2026-09-09T15:25:30.284907+00:00,233.83142,6.747505187988281,9.722034454345703,1.6787948608398438
fit_s0_lr0,2026-09-09T15:25:40.445905+00:00,243.992418,6.741825103759766,9.710453033447266,1.6787948608398438
fit_s0_lr0,2026-09-09T15:25:50.608624+00:00,254.155137,6.692718505859375,9.656925201416016,1.6787948608398438
fit_s0_lr0,2026-09-09T15:26:00.774662+00:00,264.321175,6.658855438232422,9.62643051147461,1.68096923828125
