dataset,arm,loss,gain_pct_f0
bike,HEAD_ONLY,0.1819922485793162,0.9819579424801229
bike,LORA,0.17472592991924593,4.9354045991524655
bike,FULL_FT,0.17493361448151742,4.822407925490654
household,HEAD_ONLY,0.2956203301314168,0.7944022330335346
household,LORA,0.29525982671704987,0.9153815875434431
household,FULL_FT,0.2965489044470328,0.48278709475537585
