cell,study_number,dataset,candidate_id,method,lr,seed,procedure,score,val_score,val_recent7_score,cal_score,cal_score_is_resubstitution,eval_first41_score,eval_last42_score,coverage80,width80_scaled,best_step,trainable,new_forecast,path
s12_bike,12,bike,s12_bike__F0__lr_0e+00__seed_12000,F0,0.0,12000,SORT,0.4102237148565775,0.23328154213026553,0.23163381866331267,0.42535176053598456,False,0.4326637263513368,0.38831798934978834,0.7838855421686748,1.740856758370045,0,0,False,runs/peft_external_gap_v1/forecasts/bike/F0_seed_12000
s12_bike,12,bike,s12_bike__F0__lr_0e+00__seed_12000,F0,0.0,12000,QCAL,0.4116368023975271,0.23328154213026553,0.23163381866331267,0.4218320604731586,True,0.43439387864705653,0.38942156129679617,0.8519076305220883,1.9698528005448144,0,0,False,runs/peft_external_gap_v1/forecasts/bike/F0_seed_12000
s12_bike,12,bike,s12_bike__H_FULL__lr_1e-04__seed_12000,H_FULL,0.0001,12000,SORT,0.4102237148565775,0.23328154213026553,0.23163381866331267,0.42535176053598456,False,0.4326637263513368,0.38831798934978834,0.7838855421686748,1.740856758370045,0,3653280,True,runs/peft_selection_regret_v1/forecasts/s12_bike/s12_bike__H_FULL__lr_1e-04__seed_12000
s12_bike,12,bike,s12_bike__H_FULL__lr_1e-04__seed_12000,H_FULL,0.0001,12000,QCAL,0.4116368023975271,0.23328154213026553,0.23163381866331267,0.4218320604731586,True,0.43439387864705653,0.38942156129679617,0.8519076305220883,1.9698528005448144,0,3653280,True,runs/peft_selection_regret_v1/forecasts/s12_bike/s12_bike__H_FULL__lr_1e-04__seed_12000
s12_bike,12,bike,s12_bike__H_FULL__lr_3e-04__seed_12000,H_FULL,0.0003,12000,SORT,0.4102237148565775,0.23328154213026553,0.23163381866331267,0.42535176053598456,False,0.4326637263513368,0.38831798934978834,0.7838855421686748,1.740856758370045,0,3653280,True,runs/peft_selection_regret_v1/forecasts/s12_bike/s12_bike__H_FULL__lr_3e-04__seed_12000
s12_bike,12,bike,s12_bike__H_FULL__lr_3e-04__seed_12000,H_FULL,0.0003,12000,QCAL,0.4116368023975271,0.23328154213026553,0.23163381866331267,0.4218320604731586,True,0.43439387864705653,0.38942156129679617,0.8519076305220883,1.9698528005448144,0,3653280,True,runs/peft_selection_regret_v1/forecasts/s12_bike/s12_bike__H_FULL__lr_3e-04__seed_12000
s12_bike,12,bike,s12_bike__H_FULL__lr_3e-05__seed_12000,H_FULL,3e-05,12000,SORT,0.4095526087873566,0.23138377237442995,0.22623079014540765,0.4082057563497596,False,0.41852861042359685,0.40079032147578886,0.8162650602409638,1.9371667200323264,40,3653280,False,runs/peft_external_gap_v1/forecasts/bike/H_seed_12000
s12_bike,12,bike,s12_bike__H_FULL__lr_3e-05__seed_12000,H_FULL,3e-05,12000,QCAL,0.41041841804450596,0.23138377237442995,0.22623079014540765,0.40733449780395964,True,0.41941355660435675,0.40163744945036584,0.8573042168674698,2.0598647849370493,40,3653280,False,runs/peft_external_gap_v1/forecasts/bike/H_seed_12000
s12_bike,12,bike,s12_bike__H_MLP__lr_1e-03__seed_12000,H_MLP,0.001,12000,SORT,0.4102237148565775,0.23328154213026553,0.23163381866331267,0.42535176053598456,False,0.4326637263513368,0.38831798934978834,0.7838855421686748,1.740856758370045,0,589301,True,runs/peft_selection_regret_v1/forecasts/s12_bike/s12_bike__H_MLP__lr_1e-03__seed_12000
s12_bike,12,bike,s12_bike__H_MLP__lr_1e-03__seed_12000,H_MLP,0.001,12000,QCAL,0.4116368023975271,0.23328154213026553,0.23163381866331267,0.4218320604731586,True,0.43439387864705653,0.38942156129679617,0.8519076305220883,1.9698528005448144,0,589301,True,runs/peft_selection_regret_v1/forecasts/s12_bike/s12_bike__H_MLP__lr_1e-03__seed_12000
