series,target_event,first_release,first_growth,maturity_date,mature_growth
PAYEMS,2015-11-01,2015-12-04,0.14776482174880812,2016-05-31,0.19616778631093013
PAYEMS,2015-12-01,2016-01-08,0.2040588844719693,2016-06-30,0.1894966321314584
PAYEMS,2016-01-01,2016-02-05,0.10543773343041352,2016-07-31,0.11729387646521872
PAYEMS,2016-02-01,2016-03-04,0.1687128726514331,2016-08-31,0.1624480506164261
PAYEMS,2016-03-01,2016-04-01,0.14965217369802275,2016-09-30,0.12949041074215017
PAYEMS,2016-04-01,2016-05-06,0.11123858344550541,2016-10-31,0.10013560865935744
PAYEMS,2016-05-01,2016-06-03,0.026411815965765584,2016-11-30,0.016679523838192267
PAYEMS,2016-06-01,2016-07-08,0.19926203293163525,2016-12-31,0.18814680997056854
PAYEMS,2016-07-01,2016-08-05,0.17669012118251004,2017-01-31,0.1746386395147681
PAYEMS,2016-08-01,2016-09-02,0.10448201057737805,2017-02-28,0.12176140423036941
PAYEMS,2016-09-01,2016-10-07,0.10783237259968104,2017-03-31,0.17201185527184748
PAYEMS,2016-10-01,2016-11-04,0.11113298100067226,2017-04-30,0.08555028670578224
PAYEMS,2016-11-01,2016-12-02,0.12272562713562252,2017-05-31,0.1130348598517017
PAYEMS,2016-12-01,2017-01-06,0.1074195317615434,2017-06-30,0.10671441140779336
PAYEMS,2017-01-01,2017-02-03,0.15607760292457584,2017-07-31,0.14852202712312135
PAYEMS,2017-02-01,2017-03-10,0.16131194700648166,2017-08-31,0.1592783381832774
PAYEMS,2017-03-01,2017-04-07,0.06721121720136836,2017-09-30,0.03429402357379985
PAYEMS,2017-04-01,2017-05-05,0.1445626547086576,2017-10-31,0.14185225761647047
PAYEMS,2017-05-01,2017-06-02,0.09447784581286811,2017-11-30,0.09924540093528833
PAYEMS,2017-06-01,2017-07-07,0.15175028374709854,2017-12-31,0.1435603199800184
PAYEMS,2017-07-01,2017-08-04,0.1426519160347084,2018-01-31,0.09422754599448524
PAYEMS,2017-08-01,2017-09-01,0.10637428382160863,2018-02-28,0.15050551573150273
PAYEMS,2017-09-01,2017-10-06,-0.022498645062896117,2018-03-31,0.009526661048653295
PAYEMS,2017-10-01,2017-11-03,0.17769673009375708,2018-04-30,0.18423034677415018
PAYEMS,2017-11-01,2017-12-08,0.15496818777567256,2018-05-31,0.14659773770109297
PAYEMS,2017-12-01,2018-01-05,0.10047113657947193,2018-06-30,0.11861392562408923
PAYEMS,2018-01-01,2018-02-02,0.13540046750755153,2018-07-31,0.11914998735509386
PAYEMS,2018-02-01,2018-03-09,0.21145727559996885,2018-08-31,0.21897374983197437
PAYEMS,2018-03-01,2018-04-06,0.06951076178207671,2018-09-30,0.10458663931345313
PAYEMS,2018-04-01,2018-05-04,0.1105553496001832,2018-10-31,0.1179503734233478
PAYEMS,2018-05-01,2018-06-01,0.1501173283683599,2018-11-30,0.18036333285262884
PAYEMS,2018-06-01,2018-07-06,0.14313989494212365,2018-12-31,0.13975960938328313
PAYEMS,2018-07-01,2018-08-03,0.10533414370144101,2019-01-31,0.11072823392410669
PAYEMS,2018-08-01,2018-09-07,0.13473793502978282,2019-02-28,0.1888486156531144
PAYEMS,2018-09-01,2018-10-05,0.0896723006157174,2019-03-31,0.0722306597035427
PAYEMS,2018-10-01,2018-11-02,0.16708441648187744,2019-04-30,0.185020107752365
PAYEMS,2018-11-01,2018-12-07,0.10346059908759031,2019-05-31,0.1307102553557371
PAYEMS,2018-12-01,2019-01-04,0.20785180726150543,2019-06-30,0.1511706018050063
PAYEMS,2019-01-01,2019-02-01,0.20209816613956377,2019-07-31,0.20740413335200714
PAYEMS,2019-02-01,2019-03-08,0.013280565240236797,2019-08-31,0.037180892105759256
PAYEMS,2019-03-01,2019-04-05,0.13004420681141937,2019-09-30,0.10151308433137274
PAYEMS,2019-04-01,2019-05-03,0.17421434089595067,2019-10-31,0.1431373832893712
PAYEMS,2019-05-01,2019-06-07,0.04964996874736727,2019-11-30,0.04104791408447994
PAYEMS,2019-06-01,2019-07-05,0.14815209461325196,2019-12-31,0.11775369671660485
PAYEMS,2019-07-01,2019-08-02,0.10835883689139791,2020-01-31,0.10969043290991465
PAYEMS,2019-08-01,2019-09-06,0.08582218171806488,2020-02-29,0.13703483954206064
PAYEMS,2019-09-01,2019-10-04,0.08967782525637347,2020-03-31,0.13750795481719535
PAYEMS,2019-10-01,2019-11-01,0.08427651093683153,2020-04-30,0.12214407254731441
PAYEMS,2019-11-01,2019-12-06,0.1748631451555127,2020-05-31,0.1720688567949935
PAYEMS,2019-12-01,2020-01-10,0.09520027243770102,2020-06-30,0.1211275542091883
PAYEMS,2020-01-01,2020-02-07,0.14795479886036134,2020-07-31,0.14069230814222067
PAYEMS,2020-02-01,2020-03-06,0.1791250909535691,2020-08-31,0.16476577125406067
PAYEMS,2020-03-01,2020-04-03,-0.4607712417760368,2020-09-30,-0.9046257907186828
PAYEMS,2020-04-01,2020-05-08,-14.531396904290617,2020-10-31,-14.801317809474313
PAYEMS,2020-05-01,2020-06-05,1.90575997338307,2020-11-30,2.0697124722980575
PAYEMS,2020-06-01,2020-07-02,3.545370655965918,2020-12-31,3.530903611327574
PAYEMS,2020-07-01,2020-08-07,1.2711012124951182,2021-01-31,1.2697599027289286
PAYEMS,2020-08-01,2020-09-04,0.9776977726064118,2021-02-28,1.1278462356868246
PAYEMS,2020-09-01,2020-10-02,0.4675037424275885,2021-03-31,0.5059831157320005
PAYEMS,2020-10-01,2020-11-06,0.44912573559727775,2021-04-30,0.4781838161374452
PAYEMS,2020-11-01,2020-12-04,0.1719220248521225,2021-05-31,0.18503337981741197
PAYEMS,2020-12-01,2021-01-08,-0.09811205182437277,2021-06-30,-0.21450210108824308
PAYEMS,2021-01-01,2021-02-05,0.034360285458134854,2021-07-31,0.16337180527479234
PAYEMS,2021-02-01,2021-03-05,0.26529763527705086,2021-08-31,0.37481512930099825
PAYEMS,2021-03-01,2021-04-02,0.6376098782570949,2021-09-30,0.5464133123549431
PAYEMS,2021-04-01,2021-05-07,0.18449805823088639,2021-10-31,0.18655751415188604
PAYEMS,2021-05-01,2021-06-04,0.38654539899916074,2021-11-30,0.42452339516287907
PAYEMS,2021-06-01,2021-07-02,0.5848613696338489,2021-12-31,0.6615299772841254
PAYEMS,2021-07-01,2021-08-06,0.6443501772650961,2022-01-31,0.7449803143318334
PAYEMS,2021-08-01,2021-09-03,0.15978517397794434,2022-02-28,0.3525512446634238
PAYEMS,2021-09-01,2021-10-08,0.13156468911628139,2022-03-31,0.2882081442484363
PAYEMS,2021-10-01,2021-11-05,0.35865451961694106,2022-04-30,0.4584663317876547
PAYEMS,2021-11-01,2021-12-03,0.14140845150603099,2022-05-31,0.43619467994986394
PAYEMS,2021-12-01,2022-01-07,0.1336903085555008,2022-06-30,0.3947744576219492
PAYEMS,2022-01-01,2022-02-04,0.3125933380005108,2022-07-31,0.3371421061943991
PAYEMS,2022-02-01,2022-03-04,0.45182004091568473,2022-08-31,0.4756806059374341
PAYEMS,2022-03-01,2022-04-01,0.2859808397909447,2022-09-30,0.26417639503453216
PAYEMS,2022-04-01,2022-05-06,0.2832563111637043,2022-10-31,0.2436441883242324
PAYEMS,2022-05-01,2022-06-03,0.2574479760035331,2022-11-30,0.2549252785627232
PAYEMS,2022-06-01,2022-07-08,0.24506909771311314,2022-12-31,0.1930725148628909
PAYEMS,2022-07-01,2022-08-05,0.34674827219127735,2023-01-31,0.35289167635408347
PAYEMS,2022-08-01,2022-09-02,0.20644035473083022,2023-02-28,0.22983112313301746
PAYEMS,2022-09-01,2022-10-07,0.17202307911787784,2023-03-31,0.2280027305749499
PAYEMS,2022-10-01,2022-11-04,0.1703906011957912,2023-04-30,0.2106030262829961
PAYEMS,2022-11-01,2022-12-02,0.1714287996456676,2023-05-31,0.18812728138666301
PAYEMS,2022-12-01,2023-01-06,0.14515254954456935,2023-06-30,0.154777239145254
PAYEMS,2023-01-01,2023-02-03,0.33394835785518495,2023-07-31,0.30496692908812406
PAYEMS,2023-02-01,2023-03-10,0.2003937665801203,2023-08-31,0.15986492243165173
PAYEMS,2023-03-01,2023-04-07,0.15181635713386044,2023-09-30,0.13967246829373892
PAYEMS,2023-04-01,2023-05-05,0.16265236169097363,2023-10-31,0.13947765637691845
PAYEMS,2023-05-01,2023-06-02,0.21739766346620115,2023-11-30,0.1803253402881566
PAYEMS,2023-06-01,2023-07-07,0.13388898184913955,2023-12-31,0.06729798840741097
PAYEMS,2023-07-01,2023-08-04,0.11968116322460531,2024-01-31,0.15109514824516168
PAYEMS,2023-08-01,2023-09-01,0.11962221281809349,2024-02-29,0.13434327361512288
PAYEMS,2023-09-01,2023-10-06,0.21441433558759826,2024-03-31,0.15714434959086532
PAYEMS,2023-10-01,2023-11-03,0.09563399688392593,2024-04-30,0.10526350338313506
PAYEMS,2023-11-01,2023-12-08,0.12676170182146507,2024-05-31,0.11598046201086731
PAYEMS,2023-12-01,2024-01-05,0.13747106362931305,2024-06-30,0.18452655100098525
PAYEMS,2024-01-01,2024-02-02,0.2240936417262418,2024-07-31,0.16260992454490975
PAYEMS,2024-02-01,2024-03-08,0.17441440834726762,2024-08-31,0.1496721445331417
PAYEMS,2024-03-01,2024-04-05,0.1917946676558202,2024-09-30,0.19626346114183235
PAYEMS,2024-04-01,2024-05-03,0.11062052917409915,2024-10-31,0.06828528338171935
PAYEMS,2024-05-01,2024-06-07,0.1717096257303652,2024-11-30,0.1364308393679181
PAYEMS,2024-06-01,2024-07-05,0.12993977921897937,2024-12-31,0.0744531200593812
PAYEMS,2024-07-01,2024-08-02,0.07184904447345986,2025-01-31,0.09078300963931696
PAYEMS,2024-08-01,2024-09-06,0.08947249632846876,2025-02-28,0.04492576251617919
PAYEMS,2024-09-01,2024-10-04,0.15977056827445324,2025-03-31,0.1517124834276018
PAYEMS,2024-10-01,2024-11-01,0.007547217281711482,2025-04-30,0.027789005837597358
PAYEMS,2024-11-01,2024-12-06,0.14261080667594683,2025-05-31,0.1646807553768781
PAYEMS,2024-12-01,2025-01-10,0.16059423304977116,2025-06-30,0.20342555375911786
INDPRO,1991-01-01,1991-02-15,-0.4683849312425714,1991-07-31,-0.5612736904957671
INDPRO,1991-02-01,1991-03-15,-0.84786188555519,1991-08-31,-0.84786188555519
INDPRO,1991-03-01,1991-04-16,-0.37914737362623185,1991-09-30,-0.6644542718668767
INDPRO,1991-04-01,1991-05-13,0.09519277253824399,1991-10-31,0.4750602758598177
INDPRO,1991-05-01,1991-06-14,0.47371002842693244,1991-11-30,0.8494623991422756
INDPRO,1991-06-01,1991-07-15,0.6569709223160913,1991-12-31,0.8423072729108583
INDPRO,1991-07-01,1991-08-16,0.4657670273981118,1992-01-31,0.7428075008509616
INDPRO,1991-08-01,1991-09-17,0.18501392881615786,1992-02-29,-0.09254975209422867
INDPRO,1991-09-01,1991-10-17,0.09254975209422867,1992-03-31,0.3696861881326008
INDPRO,1991-10-01,1991-11-15,0.0,1992-04-30,0.0
INDPRO,1991-11-01,1991-12-16,-0.3703707937484424,1992-05-31,-0.2771364360383721
INDPRO,1991-12-01,1992-01-17,-0.18535686493228454,1992-06-30,-0.6496542570397779
INDPRO,1992-01-01,1992-02-14,-0.8399489419976369,1992-07-31,-0.7476670343020686
INDPRO,1992-02-01,1992-03-17,0.5612736904957671,1992-08-31,0.5612736904957671
INDPRO,1992-03-01,1992-04-15,0.28024306057021775,1992-09-30,0.3724399090982544
INDPRO,1992-04-01,1992-05-15,0.5560718684697541,1992-10-31,0.4636076917478249
INDPRO,1992-05-01,1992-06-16,0.6454609776680442,1992-11-30,0.7373305293752352
INDPRO,1992-06-01,1992-07-15,-0.36900410874531886,1992-12-31,-0.36798569584002294
INDPRO,1992-07-01,1992-08-14,0.36798569584002294,1993-01-31,0.8260717007366303
INDPRO,1992-08-01,1992-09-16,-0.550965581096996,1993-02-28,-0.27459971488559276
INDPRO,1992-09-01,1992-10-16,-0.2758622439079872,1993-03-31,-0.18348629001101457
INDPRO,1992-10-01,1992-11-16,0.27560881019796923,1993-04-30,0.7319337342270416
INDPRO,1992-11-01,1992-12-16,0.36529720986919756,1993-05-31,0.833724143782888
INDPRO,1992-12-01,1993-01-15,0.36264772291740854,1993-06-30,0.4601940933368631
INDPRO,1993-01-01,1993-02-18,0.45146803545259573,1993-07-31,0.366636524357844
INDPRO,1993-02-01,1993-03-17,0.44823024394995414,1993-08-31,0.5474466227083141
INDPRO,1993-03-01,1993-04-16,0.0,1993-09-30,0.18181823190577262
INDPRO,1993-04-01,1993-05-14,0.09095043828404314,1993-10-31,0.2721090114361502
INDPRO,1993-05-01,1993-06-16,0.1813237124181022,1993-11-30,-0.1813237124181022
INDPRO,1993-06-01,1993-07-16,-0.18148825308230698,1993-12-31,0.27186242389936055
INDPRO,1993-07-01,1993-08-16,0.3623192369420103,1994-01-31,0.2711253355375476
INDPRO,1993-08-01,1993-09-16,0.1801802289262966,1994-02-28,0.1801802289262966
INDPRO,1993-09-01,1993-10-15,0.09013069560124265,1994-03-31,0.17985616359146306
INDPRO,1993-10-01,1993-11-15,0.7155665595412586,1994-04-30,0.5376357036380952
INDPRO,1993-11-01,1993-12-15,0.8873172680486263,1994-05-31,0.8010723746078696
INDPRO,1993-12-01,1994-01-14,0.7042282625413065,1994-06-30,1.0582109330536937
INDPRO,1994-01-01,1994-02-15,0.4380208492560378,1994-07-31,0.5249355886143725
INDPRO,1994-02-01,1994-03-15,0.43535114471975334,1994-08-31,0.348432408261079
INDPRO,1994-03-01,1994-04-15,0.5203827875027045,1994-09-30,0.7795621982455536
INDPRO,1994-04-01,1994-05-16,0.258955690673357,1994-10-31,0.0862440760658778
INDPRO,1994-05-01,1994-06-15,0.1724138358140337,1994-11-30,0.5980368101486278
INDPRO,1994-06-01,1994-07-15,0.42900108695080874,1994-12-31,0.5097717071668839
INDPRO,1994-07-01,1994-08-15,0.25630086648895656,1995-01-31,0.16934805063328895
INDPRO,1994-08-01,1994-09-16,0.677394630895467,1995-02-28,0.7585371389255968
INDPRO,1994-09-01,1994-10-14,0.0,1995-03-31,-0.08399832497243409
INDPRO,1994-10-01,1994-11-15,0.5860209320094789,1995-04-30,0.4192878260036004
INDPRO,1994-11-01,1994-12-14,0.5004180584575302,1995-05-31,0.6672251609067814
INDPRO,1994-12-01,1995-01-17,0.9102255644764412,1995-06-30,1.1570377012848354
INDPRO,1995-01-01,1995-02-15,0.4110157861828334,1995-07-31,0.246204473977496
INDPRO,1995-02-01,1995-03-15,0.49059787688543466,1995-08-31,0.08193363834019252
INDPRO,1995-03-01,1995-04-14,-0.3276006205900295,1995-09-30,-0.08193363834019252
INDPRO,1995-04-01,1995-05-16,-0.41203189730198986,1995-10-31,-0.6578971098043063
INDPRO,1995-05-01,1995-06-15,-0.2478316014467019,1995-11-30,-0.08240626753934777
INDPRO,1995-06-01,1995-07-14,0.08267879759946695,1995-12-31,0.08240626753934777
INDPRO,1995-07-01,1995-08-15,0.16501653909575253,1996-01-31,0.08233841552049981
INDPRO,1995-08-01,1995-09-15,1.1447385840350321,1996-02-29,0.9828088936262525
INDPRO,1995-09-01,1995-10-17,-0.2443993069878303,1996-03-31,0.08146639961763569
INDPRO,1995-10-01,1995-11-15,-0.40733253876350517,1996-04-30,-0.4897968975546618
INDPRO,1995-11-01,1995-12-14,0.24459857282597142,1996-05-31,0.32679767646159874
INDPRO,1995-12-01,1996-01-24,0.08146639961763569,1996-06-30,0.16299922109306308
INDPRO,1996-01-01,1996-02-16,-0.5725987014884915,1996-07-31,-0.24459857282597142
INDPRO,1996-02-01,1996-03-15,1.301889828178382,1996-08-31,1.378213951459628
INDPRO,1996-03-01,1996-04-16,-0.48465361425291675,1996-09-30,-0.4842624475787538
INDPRO,1996-04-01,1996-05-15,0.8874604433474431,1996-10-31,0.7255170881171225
INDPRO,1996-05-01,1996-06-14,0.7208681596943656,1996-11-30,0.720291229405845
INDPRO,1996-06-01,1996-07-16,0.47846981233359287,1996-12-31,0.7942853513936754
INDPRO,1996-07-01,1996-08-15,0.15860431556351529,1997-01-31,0.025112465007026685
INDPRO,1996-08-01,1996-09-17,0.4739345363896419,1997-02-28,0.30517480447835865
INDPRO,1996-09-01,1996-10-17,0.23631361922831218,1997-03-31,0.11215309208330027
INDPRO,1996-10-01,1996-11-15,-0.47281411959456676,1997-04-30,0.21790723022032665
INDPRO,1996-11-01,1996-12-16,0.8630889199275238,1997-05-31,0.8438796347066457
INDPRO,1996-12-01,1997-01-17,0.7776088949907667,1997-06-30,0.40951388148275925
INDPRO,1997-01-01,1997-02-14,0.016145547900237034,1997-07-31,0.057758790709705465
INDPRO,1997-02-01,1997-03-14,0.4794340840859945,1997-08-31,0.5090405730466152
INDPRO,1997-03-01,1997-04-16,0.8793462028322985,1997-09-30,0.4047018322294704
INDPRO,1997-04-01,1997-05-15,-0.041170070780705004,1997-10-31,0.40726070977115114
INDPRO,1997-05-01,1997-06-17,0.4117470730816919,1997-11-30,0.1482170268701566
INDPRO,1997-06-01,1997-07-16,0.2898613285634788,1997-12-31,0.1863389801191495
INDPRO,1997-07-01,1997-08-14,0.16372494531333714,1998-01-31,0.7909003508227208
INDPRO,1997-08-01,1997-09-16,0.7321797378554429,1998-02-28,0.5757243464969086
INDPRO,1997-09-01,1997-10-17,0.7059923630129639,1998-03-31,0.2703016823303095
INDPRO,1997-10-01,1997-11-17,0.48858302184546787,1998-04-30,0.7654666840569035
INDPRO,1997-11-01,1997-12-15,0.7536555471749473,1998-05-31,0.7698461340212681
INDPRO,1997-12-01,1998-01-16,0.4834706583797477,1998-06-30,0.2787654695473485
INDPRO,1998-01-01,1998-02-17,0.02267210285653576,1998-07-31,-0.05553448169095532
INDPRO,1998-02-01,1998-03-17,0.04372438094257802,1998-08-31,-0.38096777283254113
INDPRO,1998-03-01,1998-04-17,0.18891224336989865,1998-09-30,0.5006023153464767
INDPRO,1998-04-01,1998-05-15,0.09080235457554764,1998-10-31,0.3440303268763323
INDPRO,1998-05-01,1998-06-16,0.47486427180185586,1998-11-30,0.4027483482862415
INDPRO,1998-06-01,1998-07-16,-0.6196018888286581,1998-12-31,-0.9287579665588908
INDPRO,1998-07-01,1998-08-14,-0.5897959108536632,1999-01-31,-0.12484635182294923
INDPRO,1998-08-01,1998-09-16,1.6518844671811195,1999-02-28,1.436607344971108
INDPRO,1998-09-01,1998-10-16,-0.28562134255691873,1999-03-31,-0.38376140381366497
INDPRO,1998-10-01,1998-11-16,-0.10050369554281957,1999-04-30,0.38602780405252446
INDPRO,1998-11-01,1998-12-16,-0.2909026846343643,1999-05-31,-0.1542323467799811
INDPRO,1998-12-01,1999-01-15,0.22846811951149348,1999-06-30,0.1391220415230876
INDPRO,1999-01-01,1999-02-17,-0.022637921633616997,1999-07-31,-0.04156511613055969
INDPRO,1999-02-01,1999-03-16,0.15472810571228734,1999-08-31,0.14200577962881766
INDPRO,1999-03-01,1999-04-16,0.10928345066671952,1999-09-30,0.6507917082223535
INDPRO,1999-04-01,1999-05-14,0.5854405641215088,1999-10-31,0.26362317175809835
INDPRO,1999-05-01,1999-06-16,0.20673577658918418,1999-11-30,0.5469542909979808
INDPRO,1999-06-01,1999-07-16,0.15214573123323305,1999-12-31,0.3107891702406995
INDPRO,1999-07-01,1999-08-17,0.7054152943909209,2000-01-31,0.5284645257749077
INDPRO,1999-08-01,1999-09-16,0.3153237262826458,2000-02-29,0.27117527041138345
INDPRO,1999-09-01,1999-10-15,-0.32455439264573727,2000-03-31,0.23785362917800867
INDPRO,1999-10-01,1999-11-16,0.6751453690311493,2000-04-30,0.7159383929153051
INDPRO,1999-11-01,1999-12-15,0.29856338655243064,2000-05-31,0.27074694533455457
INDPRO,1999-12-01,2000-01-14,0.4043982873482399,2000-06-30,0.4593794302897969
INDPRO,2000-01-01,2000-02-15,0.9730190404086514,2000-07-31,0.7411340077766226
INDPRO,2000-02-01,2000-03-15,0.2812326744083826,2000-08-31,0.36639923290060494
INDPRO,2000-03-01,2000-04-14,0.27499276964668695,2000-09-30,0.5520091185461595
INDPRO,2000-04-01,2000-05-15,0.8913306893518325,2000-10-31,0.7756721073501893
INDPRO,2000-05-01,2000-06-15,0.37737860788880084,2000-11-30,0.8194691236472096
INDPRO,2000-06-01,2000-07-14,0.20560256734816207,2000-12-31,0.4526918453098716
INDPRO,2000-07-01,2000-08-15,0.3702163131762859,2001-01-31,-0.20372877963081848
INDPRO,2000-08-01,2000-09-15,0.32589891609822175,2001-02-28,0.7122513190270574
INDPRO,2000-09-01,2000-10-17,0.2414532260139879,2001-03-31,0.21705320274980622
INDPRO,2000-10-01,2000-11-15,-0.11885003755507384,2001-04-30,-0.2103262174457221
INDPRO,2000-11-01,2000-12-15,-0.23122330061973173,2001-05-31,-0.30586214247305676
INDPRO,2000-12-01,2001-01-17,-0.5530953851970111,2001-06-30,-0.6131874403832782
INDPRO,2001-01-01,2001-02-16,-0.30498286461515534,2001-07-31,-0.8775664628280389
INDPRO,2001-02-01,2001-03-16,-0.5593875682686544,2001-08-31,-0.3911401561164318
INDPRO,2001-03-01,2001-04-17,0.3803326334754331,2001-09-30,-0.3140174050244582
INDPRO,2001-04-01,2001-05-14,-0.3184079549038543,2001-10-31,-0.2624365270672335
INDPRO,2001-05-01,2001-06-15,-0.7718875000607639,2001-11-30,-0.2905482259194514
INDPRO,2001-06-01,2001-07-17,-0.6846635436139614,2001-12-31,-0.9002582784932045
INDPRO,2001-07-01,2001-08-15,-0.08746672448980419,2002-01-31,0.05414493877111681
INDPRO,2001-08-01,2001-09-14,-0.761760935077227,2002-02-28,-0.3195939315182805
INDPRO,2001-09-01,2001-10-16,-1.0310173796192146,2002-03-31,-1.0725099663044801
INDPRO,2001-10-01,2001-11-16,-1.0596390446908188,2002-04-30,-0.5729180451417015
INDPRO,2001-11-01,2001-12-14,-0.2999747416708942,2002-05-31,-0.3128299084602659
INDPRO,2001-12-01,2002-01-16,-0.12132730621479126,2002-06-30,-0.4074158131456507
INDPRO,2002-01-01,2002-02-15,-0.10762017708865201,2002-07-31,0.6381316802150927
INDPRO,2002-02-01,2002-03-15,0.38071712440315153,2002-08-31,0.4120695611073977
INDPRO,2002-03-01,2002-04-16,0.7134033140682838,2002-09-30,0.3353646254845799
INDPRO,2002-04-01,2002-05-15,0.3794442497006223,2002-10-31,0.1355609763202814
INDPRO,2002-05-01,2002-06-14,0.1702397055202809,2002-11-30,0.461545917037931
INDPRO,2002-06-01,2002-07-16,0.7891911619283043,2002-12-31,0.3353448106811818
INDPRO,2002-07-01,2002-08-15,0.17358521770578506,2003-01-31,0.6825719524661267
INDPRO,2002-08-01,2002-09-17,-0.2544042417875758,2003-02-28,-0.2440754614834617
INDPRO,2002-09-01,2002-10-17,-0.10173266531250391,2003-03-31,-0.05661725539578555
INDPRO,2002-10-01,2002-11-15,-0.8093910151654171,2003-04-30,-0.5968767438547573
INDPRO,2002-11-01,2002-12-17,0.1273419574116197,2003-05-31,0.196045722456617
INDPRO,2002-12-01,2003-01-17,-0.18517771055384102,2003-06-30,-0.8228932726025207
INDPRO,2003-01-01,2003-02-14,0.7315519782366664,2003-07-31,0.7082034868366449
INDPRO,2003-02-01,2003-03-14,0.12337953375061161,2003-08-31,0.05871592951143256
INDPRO,2003-03-01,2003-04-15,-0.5107688922119991,2003-09-30,-0.5914416947170764
INDPRO,2003-04-01,2003-05-15,-0.48216539769621036,2003-10-31,-0.5492792582293404
INDPRO,2003-05-01,2003-06-17,0.12966617347478504,2003-11-30,-0.06814681813658297
INDPRO,2003-06-01,2003-07-16,0.08574217671908357,2003-12-31,-0.02999931842229131
INDPRO,2003-07-01,2003-08-15,0.46821000090604414,2004-01-31,0.7635387953818906
INDPRO,2003-08-01,2003-09-15,0.0707971057217982,2004-02-29,0.025260954817962755
INDPRO,2003-09-01,2003-10-16,0.38772378897702353,2004-03-31,0.5711756979894567
INDPRO,2003-10-01,2003-11-14,0.18630152190475258,2004-04-30,0.25440291772458323
INDPRO,2003-11-01,2003-12-16,0.891108213355718,2004-05-31,0.9642383342141514
INDPRO,2003-12-01,2004-01-16,0.07954606136157949,2004-06-30,0.23453102354507038
INDPRO,2004-01-01,2004-02-17,0.780754280344631,2004-07-31,0.5878870246752044
INDPRO,2004-02-01,2004-03-15,0.7295946039171497,2004-08-31,0.8435988527363492
INDPRO,2004-03-01,2004-04-16,-0.23025608707802903,2004-09-30,-0.0889245420573559
INDPRO,2004-04-01,2004-05-14,0.7932752725268166,2004-10-31,0.5341000866340373
INDPRO,2004-05-01,2004-06-16,1.0815284499138933,2004-11-30,0.8233770225062997
INDPRO,2004-06-01,2004-07-15,-0.29562937259344224,2004-12-31,-0.3589796358085984
INDPRO,2004-07-01,2004-08-17,0.3974742801100106,2005-01-31,0.7011498103198122
INDPRO,2004-08-01,2004-09-15,0.11754461827955254,2005-02-28,0.09139271046461062
INDPRO,2004-09-01,2004-10-15,0.14667978835118944,2005-03-31,-0.2778858314636423
INDPRO,2004-10-01,2004-11-17,0.7134718848241128,2005-04-30,0.8047796305137744
INDPRO,2004-11-01,2004-12-14,0.2520179789748056,2005-05-31,0.25599657811481435
INDPRO,2004-12-01,2005-01-14,0.8361616191928434,2005-06-30,0.8175267796389107
INDPRO,2005-01-01,2005-02-16,0.036550484700903496,2005-07-31,-0.13154490760127757
INDPRO,2005-02-01,2005-03-16,0.34012487101025,2005-08-31,0.4659919639946608
INDPRO,2005-03-01,2005-04-15,0.296574405286254,2005-09-30,0.2465197239980732
INDPRO,2005-04-01,2005-05-17,-0.1942699441993767,2005-10-31,-0.4462067218578447
INDPRO,2005-05-01,2005-06-15,0.4020173822322448,2005-11-30,0.2329721766813897
INDPRO,2005-06-01,2005-07-15,0.8611481404585675,2005-12-31,0.7936108107562845
INDPRO,2005-07-01,2005-08-16,0.05359595478848789,2006-01-31,-0.015699819484371602
INDPRO,2005-08-01,2005-09-14,0.1438223540440653,2006-02-28,0.2895879548434621
INDPRO,2005-09-01,2005-10-14,-1.3424602037325428,2006-03-31,-1.3228650317471669
INDPRO,2005-10-01,2005-11-17,0.9434691225274072,2006-04-30,1.1329710161456674
INDPRO,2005-11-01,2005-12-15,0.6907058817644973,2006-05-31,0.9241964655757329
INDPRO,2005-12-01,2006-01-17,0.6150322561313537,2006-06-30,0.946708378494332
INDPRO,2006-01-01,2006-02-15,-0.24455647854040308,2006-07-31,-0.07210902907299754
INDPRO,2006-02-01,2006-03-17,0.6532954820356984,2006-08-31,0.3499126075709569
INDPRO,2006-03-01,2006-04-14,0.5779703495479183,2006-09-30,0.4555447104780619
INDPRO,2006-04-01,2006-05-16,0.7642542835530008,2006-10-31,0.7735129175642008
INDPRO,2006-05-01,2006-06-15,-0.0827496469278266,2006-11-30,0.06144146868072298
INDPRO,2006-06-01,2006-07-17,0.7875672937813327,2006-12-31,0.884289257444415
INDPRO,2006-07-01,2006-08-16,0.3716954791511462,2007-01-31,0.39907960539835585
INDPRO,2006-08-01,2006-09-15,-0.1440395017389129,2007-02-28,0.19045718581462978
INDPRO,2006-09-01,2006-10-17,-0.5987329438727151,2007-03-31,-0.3116275278088665
INDPRO,2006-10-01,2006-11-16,0.23694814965340427,2007-04-30,-0.15283040275431148
INDPRO,2006-11-01,2006-12-15,0.17777117117248054,2007-05-31,-0.4207970741693323
INDPRO,2006-12-01,2007-01-17,0.3798476179087906,2007-06-30,0.6260338485273742
INDPRO,2007-01-01,2007-02-15,-0.4874269520932728,2007-07-31,-0.48840669418801497
INDPRO,2007-02-01,2007-03-16,0.9537726944627067,2007-08-31,0.7574922066163836
INDPRO,2007-03-01,2007-04-17,-0.15847103670125762,2007-09-30,-0.08845848562470948
INDPRO,2007-04-01,2007-05-16,0.710354669284019,2007-10-31,0.5583304192591676
