series,target_event,first_release,first_growth,maturity_date,mature_growth
INDPRO,2007-05-01,2007-06-15,-0.03717510091840737,2007-11-30,-0.09813599922869898
INDPRO,2007-06-01,2007-07-17,0.5447445398992556,2007-12-31,0.4871647798262657
INDPRO,2007-07-01,2007-08-15,0.3418788702172826,2008-01-31,0.6468751617561885
INDPRO,2007-08-01,2007-09-14,0.2224881876151663,2008-02-29,-0.11841825445122467
INDPRO,2007-09-01,2007-10-16,0.05668071590436696,2008-03-31,0.25741325629295986
INDPRO,2007-10-01,2007-11-16,-0.5065410841241125,2008-04-30,-0.38699476196688565
INDPRO,2007-11-01,2007-12-14,0.2748239903354488,2008-05-31,0.41941429234571004
INDPRO,2007-12-01,2008-01-16,-0.04430114145703712,2008-06-30,0.07949023414210998
INDPRO,2008-01-01,2008-02-15,0.09336128427195334,2008-07-31,0.1643878125787701
INDPRO,2008-02-01,2008-03-17,-0.5393677297292676,2008-08-31,-0.27576310403230053
INDPRO,2008-03-01,2008-04-16,0.32793050575294913,2008-09-30,-0.2112501950433554
INDPRO,2008-04-01,2008-05-15,-0.7189375465182835,2008-10-31,-0.5213367844318029
INDPRO,2008-05-01,2008-06-17,-0.17702173070794913,2008-11-30,-0.2003962784884017
INDPRO,2008-06-01,2008-07-16,0.48261225965475774,2008-12-31,0.06031382245721417
INDPRO,2008-07-01,2008-08-15,0.22566189755650612,2009-01-31,-0.04260241496085726
INDPRO,2008-08-01,2008-09-15,-1.1436267884960216,2009-02-28,-1.3273898521575234
INDPRO,2008-09-01,2008-10-16,-2.8550614571670963,2009-03-31,-4.0383311443991765
INDPRO,2008-10-01,2008-11-17,1.2564930688785836,2009-04-30,1.2567979633743676
INDPRO,2008-11-01,2008-12-15,-0.6212445865573457,2009-05-31,-1.3293179501021157
INDPRO,2008-12-01,2009-01-16,-2.0216742428677215,2009-06-30,-2.313384425231657
INDPRO,2009-01-01,2009-02-18,-1.8394566614529317,2009-07-31,-2.222133666262671
INDPRO,2009-02-01,2009-03-16,-1.458877227767541,2009-08-31,-0.7778230898819238
INDPRO,2009-03-01,2009-04-15,-1.490750722698131,2009-09-30,-1.6146413230824663
INDPRO,2009-04-01,2009-05-15,-0.5055586132479917,2009-10-31,-0.5274318192039829
INDPRO,2009-05-01,2009-06-16,-1.1335733736530074,2009-11-30,-1.0660897702619465
INDPRO,2009-06-01,2009-07-15,-0.3959804579189985,2009-12-31,-0.4684391005801203
INDPRO,2009-07-01,2009-08-14,0.5368088616300781,2010-01-31,1.2408891834177815
INDPRO,2009-08-01,2009-09-16,0.7756636865987154,2010-02-28,1.1944964124803725
INDPRO,2009-09-01,2009-10-16,0.6591711656721344,2010-03-31,0.5717750923220244
INDPRO,2009-10-01,2009-11-17,0.049998758678970745,2010-04-30,0.19570022712818158
INDPRO,2009-11-01,2009-12-15,0.825199166817292,2010-05-31,0.6890322789366188
INDPRO,2009-12-01,2010-01-15,0.6358886232554539,2010-06-30,0.535124248365193
INDPRO,2010-01-01,2010-02-17,0.9299766081316996,2010-07-31,1.0000838630410236
INDPRO,2010-02-01,2010-03-15,0.07667352216929046,2010-08-31,-0.024427352787803613
INDPRO,2010-03-01,2010-04-15,0.09412951576353024,2010-09-30,0.5935173773097269
INDPRO,2010-04-01,2010-05-14,0.7935252307700758,2010-10-31,0.524994273496926
INDPRO,2010-05-01,2010-06-16,1.2333076163198342,2010-11-30,1.1985326611112512
INDPRO,2010-06-01,2010-07-15,0.07351240420394589,2010-12-31,0.06759303206926859
INDPRO,2010-07-01,2010-08-17,0.9820993568891545,2011-01-31,0.8792847894290468
INDPRO,2010-08-01,2010-09-15,0.15761916768104456,2011-02-28,0.12446430636456896
INDPRO,2010-09-01,2010-10-18,-0.2227365781016566,2011-03-31,0.2775576939987978
INDPRO,2010-10-01,2010-11-16,0.00963898778518768,2011-04-30,-0.11426617583127907
INDPRO,2010-11-01,2010-12-15,0.4146135391567718,2011-05-31,0.2907819629911046
INDPRO,2010-12-01,2011-01-14,0.8381748198194927,2011-06-30,1.2618632010030773
INDPRO,2011-01-01,2011-02-16,-0.05652917339507013,2011-07-31,0.24849022413580002
INDPRO,2011-02-01,2011-03-17,-0.0811316601904366,2011-08-31,-0.3710743647339143
INDPRO,2011-03-01,2011-04-15,0.7966220733238494,2011-09-30,0.6872938556347741
INDPRO,2011-04-01,2011-05-17,-0.012244542869588315,2011-10-31,-0.4096950245312314
INDPRO,2011-05-01,2011-06-15,0.10362265926806558,2011-11-30,0.3087726890767861
INDPRO,2011-06-01,2011-07-15,0.1935900798189394,2011-12-31,0.1284191777871868
INDPRO,2011-07-01,2011-08-16,0.9015317648286114,2012-01-31,1.1033856660582764
INDPRO,2011-08-01,2011-09-15,0.18274506834181636,2012-02-29,0.251098488335888
INDPRO,2011-09-01,2011-10-17,0.18597716672914544,2012-03-31,0.20735617791105554
INDPRO,2011-10-01,2011-11-16,0.6791839700534652,2012-04-30,0.5904340492800308
INDPRO,2011-11-01,2011-12-15,-0.22363279203148068,2012-05-31,0.19235975932598848
INDPRO,2011-12-01,2012-01-18,0.43645687896347596,2012-06-30,0.8555448454139913
INDPRO,2012-01-01,2012-02-15,0.028573901793826906,2012-07-31,0.6788525614356722
INDPRO,2012-02-01,2012-03-16,0.020797911964631766,2012-08-31,0.47396366120118216
INDPRO,2012-03-01,2012-04-17,-0.004763344614389098,2012-09-30,-0.6003472937346821
INDPRO,2012-04-01,2012-05-16,1.0806196199196094,2012-10-31,0.8274943911194654
INDPRO,2012-05-01,2012-06-15,-0.09431714270986546,2012-11-30,-0.013879557336338166
INDPRO,2012-06-01,2012-07-17,0.42428055630336914,2012-12-31,0.02179518293967675
INDPRO,2012-07-01,2012-08-15,0.644361730316767,2013-01-31,0.6666681112713846
INDPRO,2012-08-01,2012-09-14,-1.1705623533213583,2013-02-28,-0.9474902559333032
INDPRO,2012-09-01,2012-10-16,0.4087375017069128,2013-03-31,0.17538983302172184
INDPRO,2012-10-01,2012-11-16,-0.43492522979295956,2013-04-30,-0.11764962207569951
INDPRO,2012-11-01,2012-12-14,1.0472141895187193,2013-05-31,1.3038219053674638
INDPRO,2012-12-01,2013-01-16,0.25896714506439267,2013-06-30,0.03913136571513931
INDPRO,2013-01-01,2013-02-15,-0.09881428736253639,2013-07-31,0.01945807732832705
INDPRO,2013-02-01,2013-03-15,0.711292347002157,2013-08-31,0.6667188837514715
INDPRO,2013-03-01,2013-04-16,0.40634738631775136,2013-09-30,0.2601191708276218
INDPRO,2013-04-01,2013-05-15,-0.5361125382554732,2013-10-31,-0.28278783999047263
INDPRO,2013-05-01,2013-06-14,0.035883276345760606,2013-11-30,0.15958337773511744
INDPRO,2013-06-01,2013-07-16,0.3122332555176577,2013-12-31,0.21248329200505012
INDPRO,2013-07-01,2013-08-15,0.038108774222944675,2014-01-31,-0.15702249878719599
INDPRO,2013-08-01,2013-09-16,0.40461019746906857,2014-02-28,0.5486038596909992
INDPRO,2013-09-01,2013-10-28,0.5699717514215052,2014-03-31,0.6308840707131225
INDPRO,2013-10-01,2013-11-15,-0.14043254525235582,2014-04-30,0.10052760468042266
INDPRO,2013-11-01,2013-12-16,1.1215623877707692,2014-05-31,0.5499682497213776
INDPRO,2013-12-01,2014-01-17,0.3068688620676774,2014-06-30,0.17956741114302233
INDPRO,2014-01-01,2014-02-14,-0.3297696135018846,2014-07-31,-0.2475559928647897
INDPRO,2014-02-01,2014-03-17,0.6229289021078444,2014-08-31,0.9339691830210661
INDPRO,2014-03-01,2014-04-16,0.7319622864650377,2014-09-30,0.8270296931179644
INDPRO,2014-04-01,2014-05-15,-0.571344997430856,2014-10-31,0.08007973499442045
INDPRO,2014-05-01,2014-06-16,0.5905972758049494,2014-11-30,0.4789434907556789
INDPRO,2014-06-01,2014-07-16,0.21878273667725878,2014-12-31,0.40531575699072064
INDPRO,2014-07-01,2014-08-15,0.4374992277411671,2015-01-31,0.34721840916551727
INDPRO,2014-08-01,2014-09-15,-0.09897592889922535,2015-02-28,-0.01502978436995761
INDPRO,2014-09-01,2014-10-16,1.0082752576125564,2015-03-31,0.700832014467867
INDPRO,2014-10-01,2014-11-17,-0.10523106049609154,2015-04-30,-0.040222565401215604
INDPRO,2014-11-01,2014-12-15,1.2517345315679052,2015-05-31,1.0701147343561423
INDPRO,2014-12-01,2015-01-16,-0.1104435918692026,2015-06-30,0.017782486367767802
INDPRO,2015-01-01,2015-02-18,0.15012987213562923,2015-07-31,-0.288152410567033
INDPRO,2015-02-01,2015-03-16,0.0716683921078598,2015-08-31,-0.15206681219828155
INDPRO,2015-03-01,2015-04-15,-0.6414708606411246,2015-09-30,-0.18576993168712974
INDPRO,2015-04-01,2015-05-15,-0.26235158080485377,2015-10-31,-0.16565774799026656
INDPRO,2015-05-01,2015-06-15,-0.17406047647332556,2015-11-30,-0.3555728978582806
INDPRO,2015-06-01,2015-07-15,0.3286175731497032,2015-12-31,-0.016030546193146478
INDPRO,2015-07-01,2015-08-14,0.5548642170159823,2016-01-31,0.7582084111037446
INDPRO,2015-08-01,2015-09-15,-0.3796507173013275,2016-02-29,0.02111903935757553
INDPRO,2015-09-01,2015-10-16,-0.18546321194916615,2016-03-31,-0.007721422252604526
INDPRO,2015-10-01,2015-11-17,-0.15387507655431065,2016-04-30,-0.135219843088219
INDPRO,2015-11-01,2015-12-16,-0.5654478755323211,2016-05-31,-0.6465975631056331
INDPRO,2015-12-01,2016-01-15,-0.3632255904895132,2016-06-30,-0.42381987007527044
INDPRO,2016-01-01,2016-02-17,0.9202919830194389,2016-07-31,0.48352233543633716
INDPRO,2016-02-01,2016-03-16,-0.4956308317520808,2016-08-31,-0.12968773875945416
INDPRO,2016-03-01,2016-04-15,-0.596423047424377,2016-09-30,-0.9512219317979742
INDPRO,2016-04-01,2016-05-17,0.6533244698287533,2016-10-31,0.39852607941162077
INDPRO,2016-05-01,2016-06-15,-0.41736894957340454,2016-11-30,-0.13954463307097598
INDPRO,2016-06-01,2016-07-15,0.6002564674719046,2016-12-31,0.5083797230092557
INDPRO,2016-07-01,2016-08-16,0.7388488086703227,2017-01-31,0.2877200783196088
INDPRO,2016-08-01,2016-09-15,-0.43391645528938483,2017-02-28,-0.08451512227738434
INDPRO,2016-09-01,2016-10-17,0.05873580000601564,2017-03-31,-0.15145365876829686
INDPRO,2016-10-01,2016-11-16,0.042111625205354386,2017-04-30,0.1788867592538601
INDPRO,2016-11-01,2016-12-14,-0.4415472060959935,2017-05-31,-0.2196758143679034
INDPRO,2016-12-01,2017-01-18,0.8263851163320624,2017-06-30,0.7930755937051615
INDPRO,2017-01-01,2017-02-15,-0.2509406811259218,2017-07-31,-0.2994818975940561
INDPRO,2017-02-01,2017-03-17,0.007065626303948136,2017-08-31,0.23807581202790473
INDPRO,2017-03-01,2017-04-18,0.5472208385033817,2017-09-30,0.2046046374121424
INDPRO,2017-04-01,2017-05-16,0.9775172280828137,2017-10-31,1.0821160038045896
INDPRO,2017-05-01,2017-06-15,-0.004284463630988,2017-11-30,0.02036979756221413
INDPRO,2017-06-01,2017-07-14,0.38596641105321794,2017-12-31,0.17535122275074144
INDPRO,2017-07-01,2017-08-17,0.19131696589198555,2018-01-31,-0.2320923779844719
INDPRO,2017-08-01,2017-09-15,-0.9025493292280196,2018-02-28,-0.42764003175008725
INDPRO,2017-09-01,2017-10-17,0.2836677708594415,2018-03-31,-0.018994861753185432
INDPRO,2017-10-01,2017-11-16,0.9403747380337002,2018-04-30,1.5280615223121963
INDPRO,2017-11-01,2017-12-15,0.2370357260790712,2018-05-31,0.5042403535448159
INDPRO,2017-12-01,2018-01-17,0.8895461265921334,2018-06-30,0.45057478221739444
INDPRO,2018-01-01,2018-02-15,-0.05183129588930413,2018-07-31,-0.3150467860500328
INDPRO,2018-02-01,2018-03-16,1.0586346220855525,2018-08-31,0.45374253932726205
INDPRO,2018-03-01,2018-04-17,0.5135098505196112,2018-09-30,0.5012126402268002
INDPRO,2018-04-01,2018-05-16,0.7167879371488439,2018-10-31,1.1336286908471216
INDPRO,2018-05-01,2018-06-15,-0.0923147355059939,2018-11-30,-0.8247555966919506
INDPRO,2018-06-01,2018-07-17,0.616767108992633,2018-12-31,0.6219724432732221
INDPRO,2018-07-01,2018-08-15,0.11219368528685436,2019-01-31,0.41841045795365517
INDPRO,2018-08-01,2018-09-14,0.4112603195284059,2019-02-28,0.8567868652850308
INDPRO,2018-09-01,2018-10-16,0.2521561971660091,2019-03-31,0.13713537079658167
INDPRO,2018-10-01,2018-11-16,0.10347770373559939,2019-04-30,0.22004513608946397
INDPRO,2018-11-01,2018-12-14,0.604328399295806,2019-05-31,0.5355165975897691
INDPRO,2018-12-01,2019-01-18,0.34657942735352165,2019-06-30,0.04062276839853496
INDPRO,2019-01-01,2019-02-15,-0.5811594233627204,2019-07-31,-0.39253216100014754
INDPRO,2019-02-01,2019-03-15,0.14782805000397303,2019-08-31,-0.5056419685063318
INDPRO,2019-03-01,2019-04-16,-0.10500611686907746,2019-09-30,0.1076425386795421
INDPRO,2019-04-01,2019-05-15,-0.5127797065710205,2019-10-31,-0.6331939723364322
INDPRO,2019-05-01,2019-06-14,0.36465055296757143,2019-11-30,0.21776676775608905
INDPRO,2019-06-01,2019-07-16,-0.03530511363267763,2019-12-31,0.04668111119912055
INDPRO,2019-07-01,2019-08-15,-0.21849132622673295,2020-01-31,-0.17603751707877535
INDPRO,2019-08-01,2019-09-17,0.6446279856183068,2020-02-29,0.7025714077214751
INDPRO,2019-09-01,2019-10-17,-0.3879518491229028,2020-03-31,-0.3481566189442731
INDPRO,2019-10-01,2019-11-15,-0.8453978457659161,2020-04-30,-0.40778181857321627
INDPRO,2019-11-01,2019-12-17,1.0893662491032963,2020-05-31,0.92374728945126
INDPRO,2019-12-01,2020-01-17,-0.2959074709366405,2020-06-30,-0.35149325077581395
INDPRO,2020-01-01,2020-02-14,-0.3091297143670957,2020-07-31,-0.4278986519515193
INDPRO,2020-02-01,2020-03-17,0.552784812042173,2020-08-31,0.10261758095975182
INDPRO,2020-03-01,2020-04-15,-5.552213846964182,2020-09-30,-4.46667553548048
INDPRO,2020-04-01,2020-05-15,-11.932086410365006,2020-10-31,-13.562240414034044
INDPRO,2020-05-01,2020-06-16,1.3795378073520048,2020-11-30,0.8678531355997166
INDPRO,2020-06-01,2020-07-15,5.272396472782415,2020-12-31,6.048934474024481
INDPRO,2020-07-01,2020-08-14,2.9831635252087096,2021-01-31,4.113232887969787
INDPRO,2020-08-01,2020-09-15,0.36411729528040837,2021-02-28,0.9569544470569902
INDPRO,2020-09-01,2020-10-16,-0.6338147591618437,2021-03-31,-0.08332876009724544
INDPRO,2020-10-01,2020-11-17,1.0735151958154887,2021-04-30,1.0575883799790908
INDPRO,2020-11-01,2020-12-15,0.393824022690481,2021-05-31,0.5319757053432461
INDPRO,2020-12-01,2021-01-15,1.5597091591543766,2021-06-30,1.1507124036207017
INDPRO,2021-01-01,2021-02-17,0.924356481153854,2021-07-31,1.1353078293723229
INDPRO,2021-02-01,2021-03-16,-2.2659997251180286,2021-08-31,-3.0757638207257187
INDPRO,2021-03-01,2021-04-15,1.4301029549828925,2021-09-30,2.8281928198109263
INDPRO,2021-04-01,2021-05-14,0.6645890943574706,2021-10-31,0.08044217417966237
INDPRO,2021-05-01,2021-06-15,0.8435558807041055,2021-11-30,0.6838605070568882
INDPRO,2021-06-01,2021-07-15,0.4420561625273933,2021-12-31,0.546727045880413
INDPRO,2021-07-01,2021-08-17,0.9239026333857758,2022-01-31,0.6915390734807403
INDPRO,2021-08-01,2021-09-15,0.401909386107846,2022-02-28,-0.07406298064793759
INDPRO,2021-09-01,2021-10-18,-1.2957368133111657,2022-03-31,-1.2262704216382758
INDPRO,2021-10-01,2021-11-16,1.6187632233213733,2022-04-30,1.3851072203569181
INDPRO,2021-11-01,2021-12-16,0.5138063372179147,2022-05-31,0.7323978340671999
INDPRO,2021-12-01,2022-01-14,-0.10240837112256429,2022-06-30,-0.19860628745949072
INDPRO,2022-01-01,2022-02-16,1.4057287966362964,2022-07-31,0.37988380431244195
INDPRO,2022-02-01,2022-03-17,0.5325937511496015,2022-08-31,0.7341846739219449
INDPRO,2022-03-01,2022-04-15,0.913658013558738,2022-09-30,0.6519117350262782
INDPRO,2022-04-01,2022-05-17,1.0693608967673462,2022-10-31,0.6728193716281972
INDPRO,2022-05-01,2022-06-17,0.24683503802647166,2022-11-30,-0.10199798903336443
INDPRO,2022-06-01,2022-07-15,-0.19919820004874467,2022-12-31,-0.20969586418440045
INDPRO,2022-07-01,2022-08-16,0.5593459364640729,2023-01-31,0.5143254498128691
INDPRO,2022-08-01,2022-09-15,-0.164862534850041,2023-02-28,-0.10792327291788695
INDPRO,2022-09-01,2022-10-18,0.3776988132845105,2023-03-31,0.2842874444375809
INDPRO,2022-10-01,2022-11-16,-0.11036095641028254,2023-04-30,-0.11297978341966441
INDPRO,2022-11-01,2022-12-15,-0.21972159926662016,2023-05-31,-0.3300046921200561
INDPRO,2022-12-01,2023-01-18,-0.7254649037917282,2023-06-30,-1.5506126953503951
INDPRO,2023-01-01,2023-02-15,0.026131968531917238,2023-07-31,1.0419997765434452
INDPRO,2023-02-01,2023-03-17,0.00029226705215990023,2023-08-31,0.01881872068478785
INDPRO,2023-03-01,2023-04-14,0.37614648307053855,2023-09-30,0.08975458426414562
INDPRO,2023-04-01,2023-05-16,0.4776538519417173,2023-10-31,0.47811086049946994
INDPRO,2023-05-01,2023-06-15,-0.15917708534196606,2023-11-30,-0.22050211966906375
INDPRO,2023-06-01,2023-07-18,-0.5434764180241913,2023-12-31,-0.6079223806402467
INDPRO,2023-07-01,2023-08-16,0.9895665339890058,2024-01-31,0.866032113774029
INDPRO,2023-08-01,2023-09-15,0.38396682675694294,2024-02-29,-0.07358070287928342
INDPRO,2023-09-01,2023-10-17,0.284639572447265,2024-03-31,0.17760643005209076
INDPRO,2023-10-01,2023-11-16,-0.6368657015137558,2024-04-30,-0.7083288264374765
INDPRO,2023-11-01,2023-12-15,0.24009685618713306,2024-05-31,0.3276342618896422
INDPRO,2023-12-01,2024-01-17,0.052607410854665915,2024-06-30,-0.2490297743198866
INDPRO,2024-01-01,2024-02-15,-0.09510567092538835,2024-07-31,-1.1247760215370661
INDPRO,2024-02-01,2024-03-15,0.1038344530327251,2024-08-31,1.218076690175085
INDPRO,2024-03-01,2024-04-16,0.38825410770684243,2024-09-30,-0.20278181406325757
INDPRO,2024-04-01,2024-05-16,0.0059362052581946045,2024-10-31,-0.15794969394891112
INDPRO,2024-05-01,2024-06-18,0.8491516066189142,2024-11-30,0.6067132835611666
INDPRO,2024-06-01,2024-07-17,0.642383660512813,2024-12-31,0.2654279654326075
INDPRO,2024-07-01,2024-08-15,-0.6400972067393873,2025-01-31,-0.7136062971070167
INDPRO,2024-08-01,2024-09-17,0.8110256107960012,2025-02-28,0.4869163278704569
INDPRO,2024-09-01,2024-10-17,-0.2832062452878148,2025-03-31,-0.41261639650969073
INDPRO,2024-10-01,2024-11-15,-0.2628520159571046,2025-04-30,-0.37263994154201896
INDPRO,2024-11-01,2024-12-17,-0.14720124339104856,2025-05-31,-0.2581258373103523
INDPRO,2024-12-01,2025-01-17,0.9143934382617402,2025-06-30,1.067743503475782
