source,role,method,seed,lr,procedure,score,relative_improvement_over_f0,coverage80,width80_scaled,median_mse_scaled,crossing_before_sort,best_step,val_score,trainable,path
bike,F0,F0,12000,0.0,QCAL,0.1687191915393212,0.0,0.7716515609264853,0.7091678435716645,0.19184045159260743,0.00032630522088353416,0,0.21694819832532947,0,runs/peft_temporal_replication_v1/forecasts/bike/F0_seed_12000
bike,F0,F0,12000,0.0,SORT,0.1679422747013316,0.0,0.7610775427995972,0.6616674792915531,0.1925562189925427,0.00032630522088353416,0,0.21694819832532947,0,runs/peft_temporal_replication_v1/forecasts/bike/F0_seed_12000
bike,H,H_MLP,12000,0.001,QCAL,0.1793256990246265,-0.06286485484274862,0.7161379657603222,0.6851998283604439,0.2197510771409324,0.09859437751004016,120,0.20340005082950363,589301,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12000
bike,H,H_MLP,12000,0.001,SORT,0.17977741583144063,-0.07047148284228388,0.707703927492447,0.648068273466466,0.2207645476938382,0.09859437751004016,120,0.20340005082950363,589301,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12000
bike,H,H_MLP,12001,0.001,QCAL,0.1879413737657551,-0.11393002806058394,0.7245720040281973,0.6818729926683469,0.24237900464086687,0.11276355421686747,120,0.21087592364062344,589301,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12001
bike,H,H_MLP,12001,0.001,SORT,0.18998273544902028,-0.13123831261000496,0.6888217522658611,0.6206857760726991,0.24495916198943857,0.11276355421686747,120,0.21087592364062344,589301,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12001
bike,H,H_MLP,12002,0.001,QCAL,0.17837750657855345,-0.05724491061813386,0.7170191339375629,0.7443568835744954,0.2307468238941235,0.08426832329317269,40,0.20576076331492854,589301,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12002
bike,H,H_MLP,12002,0.001,SORT,0.178492324855077,-0.06281950254935853,0.7651057401812689,0.7359981586750997,0.23972288989073143,0.08426832329317269,40,0.20576076331492854,589301,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12002
bike,OFF_LORA,OFF_LORA,12000,0.0001,QCAL,0.17099645026403631,-0.013497330706355282,0.7725327291037261,0.6911104427933176,0.21385686316068847,0.004248242971887551,80,0.19849953331378575,1206912,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000
bike,OFF_LORA,OFF_LORA,12000,0.0001,SORT,0.171382253458297,-0.02048310208423132,0.7359013091641491,0.6324364431392088,0.2175997008199576,0.004248242971887551,80,0.19849953331378575,1206912,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000
bike,OFF_LORA,OFF_LORA,12001,0.0001,QCAL,0.1696774383733506,-0.0056795366625856936,0.7129909365558913,0.7163221595125873,0.2011667392478662,0.0012926706827309238,40,0.20436150885004833,1206912,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12001
bike,OFF_LORA,OFF_LORA,12001,0.0001,SORT,0.17001523250638434,-0.01234327574006766,0.7749244712990937,0.7001901517666985,0.20631354616103714,0.0012926706827309238,40,0.20436150885004833,1206912,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12001
bike,OFF_LORA,OFF_LORA,12002,0.0001,QCAL,0.1674331829995876,0.007622182918259668,0.7258308157099698,0.6928202528213692,0.19429233754503156,0.0010228413654618474,40,0.1995044238098435,1206912,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12002
bike,OFF_LORA,OFF_LORA,12002,0.0001,SORT,0.16765742645770454,0.0016961080474445778,0.7596928499496476,0.6473362549693,0.19759667387086208,0.0010228413654618474,40,0.1995044238098435,1206912,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12002
bike,RAW,RAW_FULL_PAST_RIDGE,-1,0.1,QCAL,0.39719283702573105,-1.3541651272858455,0.6382175226586102,1.1630778374586053,0.5766217489685861,0.0,,0.28452851525699296,,runs/peft_temporal_replication_v1/raw/bike
bike,RAW,RAW_FULL_PAST_RIDGE,-1,0.1,SORT,0.44945349807864177,-1.6762380042663438,0.2897784491440081,0.22717580111612742,0.5688906727441726,0.0,,0.28452851525699296,,runs/peft_temporal_replication_v1/raw/bike
household,F0,F0,12000,0.0,QCAL,0.4871311903888714,0.0,0.6519829317269077,2.093025355806046,1.1830433945705578,0.00030747991967871484,0,0.4237860399012622,0,runs/peft_temporal_replication_v1/forecasts/household/F0_seed_12000
household,F0,F0,12000,0.0,SORT,0.47885084213219203,0.0,0.7654367469879517,2.197556882351203,1.1682824155067906,0.00030747991967871484,0,0.4237860399012622,0,runs/peft_temporal_replication_v1/forecasts/household/F0_seed_12000
