source,role,method,seed,lr,procedure,score,relative_improvement_over_f0,coverage80,width80_scaled,median_mse_scaled,crossing_before_sort,best_step,val_score,trainable,path
household,H,H_FULL,12000,3e-05,QCAL,0.4871311903888714,0.0,0.6519829317269077,2.093025355806046,1.1830433945705578,0.00030747991967871484,0,0.4237860399012622,3653280,runs/peft_temporal_replication_v1/forecasts/household/H_seed_12000
household,H,H_FULL,12000,3e-05,SORT,0.47885084213219203,0.0,0.7654367469879517,2.197556882351203,1.1682824155067906,0.00030747991967871484,0,0.4237860399012622,3653280,runs/peft_temporal_replication_v1/forecasts/household/H_seed_12000
household,H,H_FULL,12001,3e-05,QCAL,0.4871311903888714,0.0,0.6519829317269077,2.093025355806046,1.1830433945705578,0.00030747991967871484,0,0.4237860399012622,3653280,runs/peft_temporal_replication_v1/forecasts/household/H_seed_12001
household,H,H_FULL,12001,3e-05,SORT,0.47885084213219203,0.0,0.7654367469879517,2.197556882351203,1.1682824155067906,0.00030747991967871484,0,0.4237860399012622,3653280,runs/peft_temporal_replication_v1/forecasts/household/H_seed_12001
household,H,H_FULL,12002,3e-05,QCAL,0.48508822618423597,0.00419386860242843,0.6764558232931728,2.048598095298873,1.1749061235694067,0.014294678714859439,40,0.42376225826001934,3653280,runs/peft_temporal_replication_v1/forecasts/household/H_seed_12002
household,H,H_FULL,12002,3e-05,SORT,0.47855661346708966,0.000614447421230846,0.7744728915662651,2.0856040007753744,1.181241147263139,0.014294678714859439,40,0.42376225826001934,3653280,runs/peft_temporal_replication_v1/forecasts/household/H_seed_12002
household,OFF_LORA,OFF_LORA,12000,0.0001,QCAL,0.47639674085657024,0.022036054648301162,0.6637801204819277,2.0572654963867327,1.1620985357504925,0.0007592871485943776,40,0.419304831693731,1206912,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12000
household,OFF_LORA,OFF_LORA,12000,0.0001,SORT,0.4714167052256909,0.015524953184584467,0.7688253012048193,1.999112827385808,1.1718960753768468,0.0007592871485943776,40,0.419304831693731,1206912,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12000
household,OFF_LORA,OFF_LORA,12001,0.0001,QCAL,0.4781094845062421,0.01852007438782033,0.6582580321285141,2.0686457643200864,1.1635077463969221,0.0014495481927710844,40,0.4206540013912753,1206912,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12001
household,OFF_LORA,OFF_LORA,12001,0.0001,SORT,0.471438981340786,0.015478433239050071,0.7920431726907631,2.09896819054684,1.1751873805650113,0.0014495481927710844,40,0.4206540013912753,1206912,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12001
household,OFF_LORA,OFF_LORA,12002,0.0001,QCAL,0.47889305343022415,0.01691153660694744,0.6582580321285141,2.0820204898201724,1.1593058104119167,0.0019327309236947792,40,0.4202076843829469,1206912,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12002
household,OFF_LORA,OFF_LORA,12002,0.0001,SORT,0.47234728533064396,0.013581592072783089,0.7743473895582329,2.073242475276462,1.1670230360074163,0.0019327309236947792,40,0.4202076843829469,1206912,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12002
household,RAW,RAW_FULL_PAST_RIDGE,-1,10.0,QCAL,0.5735468875194467,-0.17739717520775167,0.7286646586345381,2.237769490142791,1.4542882897056826,0.0,,0.4981404959484825,,runs/peft_temporal_replication_v1/raw/household
household,RAW,RAW_FULL_PAST_RIDGE,-1,10.0,SORT,0.6914761628603178,-0.44403246693973264,0.5598644578313253,1.8417092104074793,1.76063535581907,0.0,,0.4981404959484825,,runs/peft_temporal_replication_v1/raw/household
