series_id,seed,alpha_v2,alpha_eval_oracle_posthoc,v2_gap_global_minus_chosen,v2_second_best_gap,eval_regret_individual_minus_global,eval_oracle_gain_global_minus_oracle,eval_chosen_rank_of_11,v2_f0_minus_lora_loss,eval_f0_minus_lora_loss
T125,24000,1.0,1.0,0.0,0.0018946508875036239,0.0,0.0,1,0.02125199295629021,0.010331361217598034
T126,24000,1.0,1.0,0.0,0.001309612471120214,0.0,0.0,1,0.018970660172178966,0.018504146104115105
T127,24000,1.0,0.8,0.0,0.002271684640726357,0.0,1.1251041060034161e-05,4,0.023187785933428573,0.0008604712056311525
T128,24000,1.0,1.0,0.0,0.002010271071176517,0.0,0.0,1,0.021754507365637887,0.002976327842321491
T129,24000,1.0,1.0,0.0,0.0018980249002525929,0.0,0.0,1,0.02118904177033809,0.0077303121670082575
T13,24000,1.0,0.0,0.0,0.0006302779476645703,0.0,0.013732714254314438,11,0.006720663147901984,-0.013732714254314438
T130,24000,0.0,1.0,0.019933034892450574,0.0016372191936087077,0.03200827391786376,0.0,11,-0.019933034892450574,0.03200827391786376
T131,24000,1.0,1.0,0.0,0.0023134616630061666,0.0,0.0,1,0.026711418868434977,0.0343046039182493
T132,24000,1.0,1.0,0.0,0.0046812862143252865,0.0,0.0,1,0.050706710386221876,0.005583704918768251
T133,24000,1.0,1.0,0.0,0.0029329735504075582,0.0,0.0,1,0.03698202676875362,0.0028848293489195376
T134,24000,1.0,1.0,0.0,0.00039065799574755644,0.0,0.0,1,0.02376584667819065,0.018147847578671494
T135,24000,1.0,1.0,0.0,0.004510039428623491,0.0,0.0,1,0.048482310896431624,0.017983862247063387
T136,24000,1.0,1.0,0.0,0.0008367440316747743,0.0,0.0,1,0.014420757721606392,0.011394365978424192
T137,24000,1.0,1.0,0.0,0.00282504822783447,0.0,0.0,1,0.031597234937315644,0.012475362179032834
T138,24000,1.0,0.9,0.0,0.001545705500511474,0.0,1.2462943732249876e-05,2,0.016655124197978544,0.0051361318849653115
T139,24000,1.0,1.0,0.0,0.007133287694236046,0.0,0.0,1,0.07257367442638807,0.012519941901406928
T14,24000,1.0,0.8,0.0,0.0020644856450898197,0.0,0.0001749640630523963,6,0.023660916346297578,0.0005481916084609795
T140,24000,1.0,1.0,0.0,0.00015634267933140045,0.0,0.0,1,0.003586059369277139,0.00817348583092059
T141,24000,1.0,0.2,0.0,0.0016912036754963555,0.0,0.0021990415417936227,11,0.01990905746624383,-0.002078282037283663
T142,24000,1.0,0.0,0.0,0.000526254167847906,0.0,0.010046099665952823,11,0.006414151253190559,-0.010046099665952823
T143,24000,1.0,1.0,0.0,0.00016218585365679328,0.0,0.0,1,0.0016218585365663785,0.009385102251081578
T144,24000,0.0,1.0,0.004038107497549737,0.00012754019849203768,0.004398523095686446,0.0,11,-0.004038107497549737,0.004398523095686446
T145,24000,1.0,0.0,0.0,0.0007425581490709265,0.0,0.010900241168960267,11,0.00801686317322109,-0.010900241168960267
T146,24000,1.0,1.0,0.0,8.404034419928763e-06,0.0,0.0,1,0.00044538979987529537,0.012147334597681803
T147,24000,1.0,0.0,0.0,0.0024452789406818054,0.0,0.006296393128129796,11,0.026249608309269257,-0.006296393128129796
T148,24000,0.0,0.0,0.004566455971956707,0.00031821275649879244,-0.005661404657402169,0.005661404657402169,1,-0.004566455971956707,-0.005661404657402169
T149,24000,1.0,1.0,0.0,0.0009069557597074507,0.0,0.0,1,0.016074823987397235,0.001949123224132543
T15,24000,1.0,1.0,0.0,0.00021093535430466437,0.0,0.0,1,0.004106314626459051,0.0064200294493478305
T150,24000,0.0,0.0,0.02706487980098715,0.0022980047300138473,-0.0053701818333946605,0.0053701818333946605,1,-0.02706487980098715,-0.0053701818333946605
T151,24000,0.0,1.0,0.009630580023269886,0.0007315017515279187,0.0012227867476373167,0.0,11,-0.009630580023269886,0.0012227867476373167
T152,24000,0.0,1.0,0.011990077647052844,0.001045877162501263,0.010657877236921243,0.0,11,-0.011990077647052844,0.010657877236921243
T153,24000,1.0,1.0,0.0,4.44962515951941e-05,0.0,0.0,1,0.0057936324096866665,0.005427842749906153
T154,24000,1.0,0.0,0.0,0.0015474179732011262,0.0,0.0023762606899989658,11,0.01774894227984869,-0.0023762606899989658
T155,24000,0.0,1.0,0.012362661624981675,0.0009017151602832563,0.012433772969898116,0.0,11,-0.012362661624981675,0.012433772969898116
T156,24000,0.0,0.0,0.04421890737715417,0.0039596753637451965,-0.0041590885365019314,0.0041590885365019314,1,-0.04421890737715417,-0.0041590885365019314
T157,24000,1.0,1.0,0.0,0.015311912267318206,0.0,0.0,1,0.15648693567915783,0.0021275474080715284
T158,24000,1.0,1.0,0.0,0.0005024750279967183,0.0,0.0,1,0.006790486905839277,0.007524066601215185
T159,24000,0.0,0.0,0.021482250834437888,0.0014172599780791773,-0.027921592332188494,0.027921592332188494,1,-0.021482250834437888,-0.027921592332188494
T16,24000,1.0,1.0,0.0,0.0006802696235762018,0.0,0.0,1,0.0069669060904311575,0.006244172234550316
T160,24000,1.0,1.0,0.0,0.0029493814764840476,0.0,0.0,1,0.03229779252930387,0.04757907979726084
T161,24000,0.0,0.9,0.09285487231744427,0.008573822276372267,0.0017092518673091917,4.2130227809300536e-05,11,-0.09285487231744427,0.0017092518673091917
T162,24000,0.0,0.2,0.03267975361630149,0.002838647475747358,-0.0034472408272583355,0.003666653816452259,4,-0.03267975361630149,-0.0034472408272583355
T163,24000,1.0,1.0,0.0,0.0013801276949370056,0.0,0.0,1,0.01627578511443417,0.03674662177685872
T164,24000,1.0,0.0,0.0,0.0006759025324690748,0.0,0.015018863119896642,11,0.006759025324690637,-0.015018863119896642
T165,24000,1.0,0.0,0.0,0.0018599714571942982,0.0,0.002055363877698946,11,0.020636969787263815,-0.002055363877698946
T166,24000,0.0,0.0,0.0048799317723959845,0.00021981726265252188,-0.014021303298476284,0.014021303298476284,1,-0.0048799317723959845,-0.014021303298476284
T167,24000,1.0,0.0,0.0,0.0018714776829453772,0.0,0.0004386128597265726,11,0.02205088445050829,-0.0004386128597265726
T168,24000,0.0,0.0,0.003440423057192943,0.00012666250864679096,-0.011620809664045106,0.011620809664045106,1,-0.003440423057192943,-0.011620809664045106
T169,24000,1.0,0.0,0.0,0.0009378768662413606,0.0,0.012085759284084951,11,0.010057734398519425,-0.012085759284084951
T17,24000,0.0,0.0,0.007276739322167436,0.00047889936890654905,-0.007836584305914829,0.007836584305914829,1,-0.007276739322167436,-0.007836584305914829
T170,24000,1.0,0.0,0.0,0.008014136528606497,0.0,0.005796067721662079,11,0.08348271379166416,-0.005796067721662079
T171,24000,1.0,0.0,0.0,0.0009305734215122596,0.0,0.02116790447910233,11,0.00962159854012734,-0.02116790447910233
T172,24000,1.0,0.0,0.0,0.0014791937274317712,0.0,0.009105659214523665,11,0.015522843408219078,-0.009105659214523665
T173,24000,1.0,1.0,0.0,0.001641461925603993,0.0,0.0,1,0.01959641984310001,0.011995153727408447
T174,24000,1.0,0.0,0.0,0.0008417521435248876,0.0,0.019609399704699437,11,0.01474383922826239,-0.019609399704699437
T175,24000,1.0,1.0,0.0,0.00045763714029734004,0.0,0.0,1,0.006217533134519115,0.017719345191698432
T176,24000,1.0,1.0,0.0,0.0024384032975152126,0.0,0.0,1,0.02448001241833242,0.016844529141930242
T177,24000,1.0,1.0,0.0,0.0002790996015156477,0.0,0.0,1,0.0029923978014068375,0.028593536943704756
T178,24000,1.0,1.0,0.0,0.0007955154465039138,0.0,0.0,1,0.008070085099971758,0.020856873372555484
T179,24000,1.0,1.0,0.0,0.0001337579110922138,0.0,0.0,1,0.0014304112240526856,0.04110562657553052
T18,24000,1.0,0.0,0.0,4.2749629979965675e-05,0.0,0.012804672498457625,11,0.0035299527723658963,-0.012804672498457625
T180,24000,1.0,1.0,0.0,0.000805197412005354,0.0,0.0,1,0.008051974120053873,0.005866681563363452
T181,24000,1.0,1.0,0.0,0.001864537978071068,0.0,0.0,1,0.018896559909093558,0.020557953914901006
T182,24000,1.0,1.0,0.0,0.0005448759974724382,0.0,0.0,1,0.006873752572207237,0.008434816298196424
T183,24000,1.0,1.0,0.0,0.0005315182795013196,0.0,0.0,1,0.005790377744444963,0.014149068358302541
T184,24000,1.0,1.0,0.0,0.002225005489169929,0.0,0.0,1,0.0232089663892715,0.018882594789078555
T185,24000,1.0,1.0,0.0,0.0009472742564568537,0.0,0.0,1,0.010791107655952203,0.008022819913298174
T186,24000,1.0,1.0,0.0,0.0025886352652660927,0.0,0.0,1,0.02590407718468757,0.0039047415515448824
T187,24000,1.0,1.0,0.0,0.0010021478938453399,0.0,0.0,1,0.010786365830292577,0.0067702782117256
T188,24000,1.0,1.0,0.0,0.0008632159811165496,0.0,0.0,1,0.008978398839918078,0.011632714008261824
