seed,series_id,full12_alpha,lomo_alpha_mean,lomo_alpha_std,lomo_alpha_min,lomo_alpha_max,changed_months,changed_month_fraction,mean_abs_delta_alpha,max_abs_delta_alpha,endpoint_flip_months,endpoint_flip_month_fraction
24000,T159,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T16,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T160,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T161,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T162,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T163,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T164,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T165,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T166,0.0,0.14166666666666666,0.24986107250941583,0.0,0.7,3,0.25,0.14166666666666666,0.7,0,0.0
24000,T167,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T168,0.0,0.24166666666666667,0.41924204093684225,0.0,1.0,3,0.25,0.24166666666666667,1.0,2,0.16666666666666666
24000,T169,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T170,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T171,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T172,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T173,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T174,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T175,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T176,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T177,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T178,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T179,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T18,1.0,0.8333333333333334,0.14337208778404378,0.7,1.0,7,0.5833333333333334,0.16666666666666666,0.30000000000000004,0,0.0
24000,T180,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T181,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T182,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T183,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T184,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T185,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T186,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T187,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T188,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T189,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T19,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T190,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T191,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T192,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T193,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T194,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T195,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T196,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T197,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T198,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T199,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T2,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T20,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T200,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T201,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T202,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T203,1.0,0.9083333333333332,0.08620067027323834,0.7,1.0,8,0.6666666666666666,0.09166666666666666,0.30000000000000004,0,0.0
24000,T204,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T205,0.0,0.05000000000000001,0.08660254037844387,0.0,0.2,3,0.25,0.05000000000000001,0.2,0,0.0
24000,T206,1.0,0.9500000000000001,0.16583123951776998,0.4,1.0,1,0.08333333333333333,0.049999999999999996,0.6,0,0.0
24000,T207,1.0,0.9500000000000001,0.16583123951776998,0.4,1.0,1,0.08333333333333333,0.049999999999999996,0.6,0,0.0
24000,T208,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T209,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T21,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T210,0.0,0.16666666666666666,0.3726779962499649,0.0,1.0,2,0.16666666666666666,0.16666666666666666,1.0,2,0.16666666666666666
24000,T211,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T212,0.8,0.4749999999999999,0.4225419111362406,0.0,1.0,11,0.9166666666666666,0.425,0.8,0,0.0
24000,T213,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T214,0.0,0.06666666666666667,0.16996731711975946,0.0,0.6,2,0.16666666666666666,0.06666666666666667,0.6,0,0.0
24000,T215,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T216,0.0,0.3499999999999999,0.3989569734528608,0.0,1.0,6,0.5,0.3499999999999999,1.0,2,0.16666666666666666
24000,T217,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T218,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T219,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T22,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T220,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T221,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T222,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T223,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T224,0.0,0.4166666666666667,0.4930066485916347,0.0,1.0,5,0.4166666666666667,0.4166666666666667,1.0,5,0.4166666666666667
24000,T225,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T226,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T227,0.0,0.08333333333333333,0.2763853991962833,0.0,1.0,1,0.08333333333333333,0.08333333333333333,1.0,1,0.08333333333333333
24000,T228,0.0,0.16666666666666666,0.3726779962499649,0.0,1.0,2,0.16666666666666666,0.16666666666666666,1.0,2,0.16666666666666666
24000,T229,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T23,0.7,0.5416666666666666,0.32264101137676565,0.0,1.0,10,0.8333333333333334,0.25833333333333336,0.7,0,0.0
24000,T230,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T231,0.7,0.5916666666666667,0.3773997291408084,0.0,1.0,9,0.75,0.30833333333333335,0.7,0,0.0
24000,T232,1.0,0.9916666666666667,0.02763853991962832,0.9,1.0,1,0.08333333333333333,0.008333333333333331,0.09999999999999998,0,0.0
24000,T233,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T234,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T235,1.0,0.875,0.22776083947860748,0.4,1.0,3,0.25,0.125,0.6,0,0.0
24000,T236,0.3,0.3333333333333333,0.40892813821284324,0.0,1.0,10,0.8333333333333334,0.3333333333333333,0.7,0,0.0
24000,T237,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T238,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T239,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T24,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T240,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T241,0.0,0.16666666666666666,0.24608038433722335,0.0,0.6,4,0.3333333333333333,0.16666666666666666,0.6,0,0.0
24000,T242,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T243,0.0,0.14166666666666666,0.32264101137676565,0.0,1.0,2,0.16666666666666666,0.14166666666666666,1.0,1,0.08333333333333333
24000,T244,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T245,0.0,0.075,0.248746859276655,0.0,0.9,1,0.08333333333333333,0.075,0.9,0,0.0
24000,T246,1.0,0.6250000000000001,0.3766629793329841,0.2,1.0,6,0.5,0.375,0.8,0,0.0
24000,T247,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T248,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T249,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T25,1.0,0.8166666666666668,0.17240134054647668,0.6,1.0,7,0.5833333333333334,0.18333333333333332,0.4,0,0.0
24000,T250,0.0,0.03333333333333333,0.11055415967851334,0.0,0.4,1,0.08333333333333333,0.03333333333333333,0.4,0,0.0
24000,T251,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T252,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T253,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T254,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T255,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T256,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T257,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T258,0.2,0.34166666666666673,0.36391009268163416,0.0,1.0,10,0.8333333333333334,0.27499999999999997,0.8,0,0.0
24000,T259,0.8,0.8166666666666668,0.09860132971832697,0.7,0.9,12,1.0,0.10000000000000005,0.10000000000000009,0,0.0
24000,T26,0.7,0.6833333333333332,0.33374973990834644,0.0,1.0,6,0.5,0.21666666666666665,0.7,0,0.0
24000,T260,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T261,0.0,0.20000000000000004,0.34399612400917157,0.0,1.0,5,0.4166666666666667,0.20000000000000004,1.0,1,0.08333333333333333
24000,T262,0.0,0.06666666666666667,0.14907119849998599,0.0,0.4,2,0.16666666666666666,0.06666666666666667,0.4,0,0.0
24000,T263,1.0,0.5166666666666666,0.4219662967057388,0.1,1.0,8,0.6666666666666666,0.4833333333333334,0.9,0,0.0
24000,T264,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T265,0.3,0.30833333333333335,0.2289771944005681,0.0,1.0,7,0.5833333333333334,0.125,0.7,0,0.0
24000,T266,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T267,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T268,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T269,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T27,1.0,0.8166666666666665,0.21921577396609843,0.5,1.0,5,0.4166666666666667,0.18333333333333332,0.5,0,0.0
24000,T270,0.1,0.30833333333333335,0.32776600732161887,0.1,1.0,5,0.4166666666666667,0.20833333333333334,0.9,0,0.0
24000,T271,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T272,0.0,0.041666666666666664,0.08620067027323831,0.0,0.3,3,0.25,0.041666666666666664,0.3,0,0.0
24000,T273,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T274,1.0,0.9333333333333335,0.13743685418725535,0.5,1.0,4,0.3333333333333333,0.06666666666666667,0.5,0,0.0
24000,T275,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T276,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T277,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T278,1.0,0.8666666666666667,0.09428090415820632,0.8,1.0,8,0.6666666666666666,0.1333333333333333,0.19999999999999996,0,0.0
24000,T279,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T28,1.0,0.7999999999999999,0.17320508075688773,0.6,1.0,7,0.5833333333333334,0.19999999999999998,0.4,0,0.0
24000,T280,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T281,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T282,0.3,0.325,0.3165569985537096,0.0,0.9,12,1.0,0.2916666666666667,0.6000000000000001,0,0.0
24000,T283,1.0,0.9416666666666668,0.08620067027323833,0.8,1.0,4,0.3333333333333333,0.05833333333333332,0.19999999999999996,0,0.0
24000,T284,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T285,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T286,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T287,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T288,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T289,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T29,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T290,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T291,1.0,0.9499999999999998,0.1118033988749895,0.7,1.0,2,0.16666666666666666,0.05000000000000001,0.30000000000000004,0,0.0
24000,T292,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T293,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T294,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T295,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T296,1.0,0.9833333333333334,0.03726779962499649,0.9,1.0,2,0.16666666666666666,0.016666666666666663,0.09999999999999998,0,0.0
24000,T297,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T298,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T299,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T3,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T30,0.0,0.31666666666666665,0.45061686115319255,0.0,1.0,4,0.3333333333333333,0.31666666666666665,1.0,3,0.25
24000,T300,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T301,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T302,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T303,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T304,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T305,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T306,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T307,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T308,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T309,1.0,0.5833333333333334,0.44876373392787533,0.0,1.0,6,0.5,0.4166666666666667,1.0,4,0.3333333333333333
24000,T31,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T310,0.3,0.375,0.43035837778917857,0.0,1.0,12,1.0,0.375,0.7,0,0.0
24000,T311,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T312,1.0,0.7583333333333333,0.41924204093684225,0.0,1.0,3,0.25,0.24166666666666667,1.0,2,0.16666666666666666
24000,T313,1.0,0.9500000000000001,0.11902380714238084,0.6,1.0,2,0.16666666666666666,0.049999999999999996,0.4,0,0.0
24000,T314,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T315,1.0,0.8500000000000001,0.2901149197588202,0.0,1.0,5,0.4166666666666667,0.15,1.0,1,0.08333333333333333
24000,T316,0.0,0.19999999999999998,0.37416573867739417,0.0,1.0,3,0.25,0.19999999999999998,1.0,2,0.16666666666666666
24000,T317,0.0,0.225,0.39607448794387146,0.0,1.0,3,0.25,0.225,1.0,2,0.16666666666666666
24000,T318,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T319,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T32,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T320,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T321,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T322,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T323,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T324,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T325,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T326,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T327,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T328,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T329,1.0,0.9083333333333335,0.09537935951882995,0.8,1.0,6,0.5,0.09166666666666663,0.19999999999999996,0,0.0
24000,T33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T330,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T331,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T332,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T333,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T334,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0
24000,T335,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
24000,T336,1.0,0.8249999999999998,0.14790199457749043,0.7,1.0,7,0.5833333333333334,0.17500000000000004,0.30000000000000004,0,0.0
24000,T337,0.3,0.21666666666666667,0.32871804872193366,0.0,1.0,12,1.0,0.3166666666666666,0.7,0,0.0
24000,T338,1.0,0.7666666666666667,0.3064129385141706,0.1,1.0,9,0.75,0.2333333333333333,0.9,0,0.0
24000,T339,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0
